Time,PD1,PD2,PD3,PD4,GDX,GDY,GDZ,ADX,ADY,ADZ,HDX,HDY,HDZ,PI1,PI2,PI3,PI4,GIX,GIY,GIZ,AIX,AIY,AIZ,HIX,HIY,HIZ
1050,14,13,18,171,-40,-37,-85,-24,9,234,12,-84,-91,40,17,17,191,-62,-57,-52,-28,-13,238,76,10,-173
1100,15,13,18,170,-33,-34,-85,-25,8,234,14,-85,-90,39,17,18,191,-72,-53,-54,-23,-8,243,76,11,-169
1150,15,13,18,171,-32,-25,-86,-28,11,234,13,-83,-92,38,17,18,191,-79,-37,-59,-20,-12,244,76,10,-171
1200,14,13,18,170,-32,-18,-90,-28,9,233,13,-85,-89,40,16,18,189,-81,-48,-62,-28,-8,241,76,11,-168
1250,14,13,18,176,-32,-34,-76,-27,9,229,13,-84,-93,40,16,18,191,-70,-48,-54,-26,-9,240,76,10,-172
1300,15,13,18,170,-40,-39,-82,-28,14,235,13,-85,-89,40,17,18,194,-61,-48,-63,-30,-8,238,76,12,-169
1350,15,13,18,169,-47,-46,-82,-27,11,234,12,-85,-93,40,17,18,188,-50,-48,-42,-26,-13,241,76,10,-170
1400,14,13,18,166,-60,-42,-88,-28,10,234,14,-85,-90,42,15,18,181,-50,-60,-56,-28,-8,241,76,12,-169
1450,15,13,18,164,-73,-43,-90,-25,12,237,13,-84,-93,50,16,18,175,-38,-69,-74,-27,-17,246,76,10,-172
1500,15,13,18,157,-72,-49,-76,-26,13,234,13,-85,-90,49,17,17,175,-45,-61,-53,-27,-9,240,76,12,-168
1550,15,14,18,150,-74,-50,-89,-26,8,237,12,-84,-93,48,16,18,159,-45,-60,-53,-25,-9,242,76,10,-170
1600,15,13,18,148,-54,-40,-75,-31,11,232,13,-84,-90,50,17,18,153,-38,-55,-59,-24,-8,238,76,11,-169
1650,15,13,18,146,-48,-42,-82,-29,16,237,12,-84,-92,50,17,18,153,-53,-55,-57,-22,-9,242,76,10,-173
1700,16,13,18,146,-22,-39,-74,-27,6,235,13,-85,-91,49,17,18,154,-82,-35,-44,-25,-10,238,76,11,-168
1750,16,14,18,147,-27,-22,-93,-26,7,234,11,-83,-91,49,16,18,153,-70,-43,-55,-23,-10,241,76,10,-170
1800,16,14,18,148,-26,-18,-85,-22,8,232,13,-84,-91,52,16,18,152,-67,-35,-65,-26,-10,241,77,10,-169
1850,16,14,18,149,-22,-24,-87,-29,12,235,13,-84,-91,49,16,18,151,-74,-42,-57,-24,-10,239,75,10,-173
1900,16,14,18,143,-14,-13,-90,-32,12,234,13,-86,-92,49,17,20,154,-93,-20,-41,-29,-6,241,76,12,-169
1950,16,14,18,148,-1,-4,-99,-22,11,237,13,-84,-92,49,17,21,159,-105,-35,-45,-18,-10,245,76,10,-171
2000,15,14,18,151,-7,-2,-98,-27,12,236,12,-85,-91,57,16,23,163,-110,-21,-55,-26,-9,244,76,12,-169
2050,15,14,18,156,8,-10,-95,-26,15,235,12,-84,-92,58,16,23,162,-125,-5,-74,-25,-13,241,75,10,-172
2100,15,13,18,159,15,10,-78,-28,8,227,13,-85,-89,43,17,20,184,-122,-4,-78,-26,-9,243,76,12,-168
2150,15,13,18,169,8,1,-108,-27,14,236,12,-85,-93,38,16,21,190,-97,-19,-84,-20,-11,237,76,11,-170
2200,15,13,18,174,-4,21,-96,-29,14,234,13,-86,-89,41,16,20,191,-64,-39,-69,-23,-12,245,76,12,-169
2250,15,13,18,173,-19,3,-102,-21,12,235,13,-84,-93,42,17,22,185,-47,-46,-61,-26,-8,243,76,10,-173
2300,15,13,18,177,-20,-15,-97,-26,11,234,14,-85,-89,41,17,20,187,-53,-63,-63,-22,-6,244,76,11,-168
2350,15,13,18,177,-24,-33,-87,-23,14,232,13,-84,-93,40,17,20,183,-59,-61,-68,-25,-8,240,76,10,-170
2400,15,13,18,180,-28,-10,-89,-27,11,233,13,-85,-90,42,17,20,179,-74,-60,-54,-23,-9,240,77,11,-170
2450,15,13,18,182,-4,-12,-82,-27,14,237,12,-84,-92,40,17,19,181,-100,-27,-64,-24,-12,242,76,10,-171
2500,15,13,18,186,-2,-1,-88,-21,12,230,13,-86,-89,38,17,19,192,-128,8,-39,-24,-14,246,77,11,-168
2550,15,13,18,188,-5,-24,-88,-28,9,233,13,-85,-91,36,16,18,196,-126,7,-37,-26,-19,244,76,11,-172
2600,14,13,18,191,-25,-18,-76,-24,10,231,13,-85,-90,39,15,17,200,-115,-9,-64,-25,-13,240,77,11,-170
2650,15,13,18,240,-23,-26,-92,-26,12,232,12,-85,-92,37,16,17,202,-100,-36,-40,-25,-10,246,75,11,-172
2700,15,13,17,196,-41,-17,-78,-25,14,233,13,-85,-91,36,16,18,209,-95,-38,-63,-24,-14,240,76,12,-168
2750,15,13,17,193,-10,18,-81,-26,11,233,14,-85,-90,20,16,17,211,-91,-29,-62,-22,-9,239,76,11,-171
2800,15,13,18,196,-13,36,-87,-28,14,236,13,-85,-90,13,16,17,214,-88,-37,-64,-30,-12,245,76,11,-170
2850,14,13,17,198,-23,-3,-93,-30,10,235,13,-85,-92,13,16,17,218,-76,-55,-51,-23,-8,239,76,10,-171
2900,15,13,17,195,-44,-31,-72,-27,9,236,14,-86,-89,14,18,18,219,-67,-56,-49,-22,-9,245,77,12,-167
2950,15,13,17,193,-92,-69,-86,-30,13,232,13,-85,-92,38,17,18,216,-53,-59,-48,-22,-11,242,76,11,-172
3000,14,13,18,186,-56,-70,-78,-28,11,230,13,-86,-89,23,16,17,213,-66,-59,-61,-27,-7,246,75,12,-170
3050,14,13,18,185,-34,-57,-76,-26,13,231,13,-84,-92,40,16,18,213,-70,-46,-37,-28,-13,245,76,10,-170
3100,15,13,17,186,-26,-45,-78,-28,12,238,13,-86,-89,38,17,18,215,-81,-39,-59,-25,-10,243,77,12,-168
3150,15,13,17,186,-19,-6,-80,-28,13,235,14,-84,-92,39,17,18,215,-72,-27,-65,-25,-10,242,76,11,-172
3200,15,13,18,195,14,59,-97,-26,12,234,13,-86,-90,38,16,18,203,-65,-18,-80,-24,-9,245,77,11,-170
3250,14,13,18,215,55,185,-104,-22,13,234,13,-85,-93,13,16,17,193,-57,-23,-69,-26,-8,244,76,10,-171
3300,15,13,18,226,69,159,-71,-30,11,234,14,-86,-89,13,16,18,168,-45,-27,-68,-28,-5,241,77,11,-168
3350,15,13,18,234,-1,-22,-87,-30,14,233,13,-85,-92,13,15,17,157,-62,-52,-47,-19,-13,242,76,11,-171
3400,14,13,18,236,-33,-45,-65,-34,15,234,13,-86,-89,13,15,17,157,-80,-58,-68,-25,-5,240,76,12,-169
3450,14,13,18,201,-61,-116,-72,-23,15,238,13,-85,-91,13,15,17,161,-70,-91,-58,-21,-9,246,76,10,-171
3500,15,13,18,222,-91,-136,-67,-26,12,230,13,-86,-89,13,15,18,164,-38,-96,-61,-27,-14,237,77,12,-168
3550,15,13,18,213,-83,-52,-58,-27,10,238,12,-84,-91,27,16,17,168,-4,-109,-44,-24,-11,246,76,10,-171
3600,14,13,18,207,-78,-66,-70,-26,14,230,15,-85,-90,39,15,17,160,19,-97,-61,-21,-9,241,76,12,-169
3650,15,13,17,201,-63,-70,-80,-31,10,237,14,-85,-91,42,16,17,157,-4,-81,-60,-23,-6,244,75,10,-171
3700,15,13,17,191,-61,-44,-84,-28,9,235,12,-86,-91,44,17,16,156,21,-116,-67,-25,-9,241,76,11,-169
3750,15,13,16,178,-57,-34,-74,-28,12,238,13,-84,-91,21,18,16,143,25,-84,-61,-23,-11,243,75,10,-172
3800,14,13,16,161,-74,-30,-78,-31,12,231,13,-86,-90,68,22,15,133,33,-105,-70,-26,-7,248,76,11,-169
3850,13,13,16,136,-104,-6,-75,-24,11,238,14,-84,-92,68,23,16,111,116,-125,-53,-33,-8,244,76,10,-171
3900,13,13,15,98,-239,333,-92,-31,7,238,15,-85,-90,88,35,20,116,28,-148,-60,-27,-5,242,76,11,-169
3950,13,13,15,34,-511,399,-102,-40,4,261,15,-84,-94,99,59,28,136,4,-155,-62,-21,-4,237,75,9,-173
4000,13,12,15,26,-5550,-165,-1369,-67,-60,409,20,-78,-95,91,88,27,171,-69,-107,-56,-23,-3,248,75,10,-170
4050,13,12,15,19,-4721,-563,-1137,-47,-52,356,29,-64,-105,104,102,35,170,-33,124,-31,-18,-5,243,74,9,-171
4100,13,12,15,18,-5037,-2117,-4246,-41,-14,303,35,-49,-111,100,98,69,148,-12,444,21,-23,-7,238,76,11,-168
4150,13,12,15,18,-4779,-2237,-2802,-40,-31,235,37,-31,-120,59,53,74,119,-20,711,48,-29,-6,240,76,9,-173
4200,13,12,15,18,-4979,-617,-375,-15,-9,135,34,-18,-121,68,38,107,105,-59,491,6,-30,-3,241,78,10,-169
4250,13,12,15,16,-3615,393,816,11,9,62,33,-9,-124,59,28,142,76,6,194,19,-33,0,242,78,8,-170
4300,13,12,15,17,-1999,669,1242,28,0,24,34,-5,-122,79,21,138,57,53,80,17,-30,-7,242,79,9,-168
4350,13,12,15,17,1077,180,355,27,-3,45,35,-6,-124,96,27,178,39,60,26,-21,-31,-2,239,77,8,-171
4400,13,12,15,16,3269,-63,-458,11,-42,94,34,-13,-121,100,31,185,25,47,-108,-42,-32,1,246,79,9,-168
4450,13,13,15,16,5083,-700,799,-39,-24,115,32,-24,-119,98,39,195,24,13,-234,-22,-29,-8,240,79,7,-169
4500,13,13,15,15,6200,2649,3002,-70,-9,177,28,-41,-112,118,47,191,26,-133,-408,-62,-30,-3,243,78,9,-168
4550,13,12,15,16,5898,3654,3601,-99,-24,327,21,-56,-105,119,47,199,37,-75,-175,-74,-30,3,242,77,8,-172
4600,13,13,15,19,15670,-7659,3646,-10,-21,323,10,-70,-97,123,58,195,33,-33,-194,-89,-36,33,233,78,8,-169
4650,14,14,15,74,-1284,-1278,-194,-9,6,220,9,-70,-98,100,45,148,17,275,47,-80,-55,-5,236,78,7,-171
4700,15,13,17,46,-396,96,-67,-30,4,231,8,-70,-98,62,31,117,16,251,-88,120,-17,2,237,78,7,-170
4750,17,16,16,69,197,-452,-135,-20,7,230,7,-69,-100,58,21,91,16,-806,-345,-248,-29,-4,240,77,7,-174
4800,18,15,18,101,235,-169,-41,-25,6,237,8,-71,-96,63,26,61,20,-509,-289,-99,-24,-2,247,77,9,-169
4850,20,15,18,118,-62,-74,-79,-23,3,226,7,-70,-98,57,18,40,20,-165,-13,-56,-24,-5,243,76,8,-170
4900,23,16,18,117,-104,54,-95,-24,9,233,8,-71,-96,57,18,54,20,11,-40,-49,-27,-2,239,77,9,-170
4950,20,17,18,119,-49,-27,-112,-24,13,231,8,-70,-101,76,20,65,20,-32,-130,-72,-29,0,242,75,8,-173
5000,20,16,18,119,17,40,-77,-26,7,232,7,-71,-96,78,19,57,20,-138,-146,-79,-19,0,244,76,9,-169
5050,19,15,18,127,110,105,-70,-25,6,235,7,-70,-99,90,26,48,26,-166,-66,-83,-25,-8,246,77,8,-170
5100,17,14,18,141,124,76,-86,-23,9,229,9,-72,-96,63,31,39,37,-196,-58,-88,-18,-4,245,75,10,-170
5150,15,14,17,149,71,43,-74,-20,7,232,8,-70,-98,65,27,27,35,-189,-26,-67,-27,-6,246,76,8,-174
5200,17,14,19,158,51,72,-79,-28,9,231,9,-72,-96,69,30,32,34,-132,-35,-58,-21,-4,243,76,10,-169
5250,15,14,19,170,-25,0,-87,-25,11,235,8,-70,-98,79,27,27,45,-100,-16,-80,-27,-8,236,75,9,-171
5300,16,14,19,174,-36,-19,-87,-23,8,229,9,-71,-96,79,20,34,52,-59,-99,-53,-25,-3,247,75,9,-170
5350,16,14,19,174,-38,-24,-87,-28,8,235,9,-70,-97,79,27,38,50,-64,-58,-61,-21,-7,236,75,9,-173
5400,15,14,19,175,-7,-28,-90,-25,8,231,8,-71,-97,83,29,35,50,-106,-53,-66,-24,-7,242,76,10,-169
5450,15,13,18,180,2,-8,-70,-28,13,234,8,-71,-96,102,29,20,52,-131,-37,-63,-22,-7,242,76,9,-172
5500,13,14,18,180,21,21,-70,-25,10,234,8,-71,-97,100,31,28,63,-148,34,-21,-25,0,245,75,10,-170
5550,15,14,18,188,42,25,-65,-29,8,237,8,-70,-97,98,27,29,85,-218,62,-73,-25,-7,240,75,9,-173
5600,13,14,18,200,42,34,-60,-29,11,237,8,-72,-96,49,20,28,44,-219,23,-31,-30,-5,248,76,9,-169
5650,16,14,17,199,-10,35,-76,-25,12,231,9,-72,-98,23,22,31,116,-214,96,-37,-23,-5,245,76,10,-171
5700,14,13,16,189,0,18,-83,-25,9,236,9,-72,-96,22,18,33,128,-241,175,-57,-28,-11,248,76,10,-171
5750,13,13,15,186,9,40,-70,-29,12,237,9,-70,-98,18,17,36,159,-217,141,-66,-30,-8,241,76,10,-170
5800,14,13,16,178,-12,23,-89,-26,17,232,8,-71,-95,18,14,37,188,-261,235,-58,-25,-6,237,77,11,-167
5850,13,13,17,164,-12,16,-65,-27,10,233,9,-71,-99,13,13,37,208,-255,331,-42,-27,-9,244,78,10,-171
5900,13,13,16,154,-46,26,-79,-27,15,234,8,-72,-95,13,14,39,234,-241,369,-40,-30,-12,240,78,11,-169
5950,13,13,16,142,-23,10,-70,-31,11,237,10,-72,-99,13,14,37,250,-146,283,-21,-26,-12,241,79,11,-169
6000,15,13,16,131,-16,-74,-64,-30,12,232,9,-73,-96,12,13,43,235,11,41,-16,-33,-9,236,79,12,-166
6050,14,13,16,159,27,-247,-80,-31,13,232,9,-71,-97,12,13,45,177,238,-179,-64,-32,-2,245,78,10,-171
6100,14,13,16,204,152,-435,-58,-30,12,231,9,-72,-96,13,14,38,56,821,81,-98,-32,-7,264,78,8,-170
6150,14,13,17,315,700,-871,-14,-23,15,235,7,-72,-97,13,14,18,25,7510,4599,2640,-112,3,508,81,0,-173
6200,17,14,18,424,388,-438,-69,-20,18,242,6,-73,-95,11,12,17,21,11557,8574,1991,19,213,400,81,-11,-173
6250,16,16,18,403,-239,-16,-114,-22,15,235,7,-73,-95,13,11,15,21,7913,-3102,254,-98,97,218,65,-14,-181
6300,19,16,17,337,-405,98,-110,-19,15,235,6,-73,-96,12,13,14,17,4548,-3755,4281,-19,-10,87,56,-18,-183
6350,16,18,17,279,-263,-83,-106,-22,15,234,6,-71,-97,12,12,14,16,3652,-1707,-380,-1,-82,28,51,-22,-184
6400,20,17,18,255,-152,-210,-75,-20,16,233,6,-73,-96,12,12,14,17,1061,-481,-2412,-9,-98,6,52,-23,-183
6450,31,26,17,236,-194,-168,-71,-17,15,232,7,-71,-97,12,12,13,16,-1888,-150,-690,-11,-91,26,51,-22,-186
6500,30,21,18,219,-183,-148,-85,-13,9,233,6,-72,-95,12,13,14,15,-7413,-307,148,-16,-83,88,52,-13,-185
6550,40,47,18,207,-113,-108,-114,-17,13,231,5,-71,-98,12,13,13,15,-10797,-496,-1586,-55,-36,216,56,-3,-186
6600,43,32,18,213,-42,-27,-86,-17,13,232,6,-72,-95,12,12,13,15,-11681,160,-4133,-110,125,330,73,9,-184
6650,41,34,19,201,-84,5,-138,-19,12,228,6,-71,-99,12,12,13,15,-1831,2213,-3574,-103,360,432,104,8,-178
6700,29,29,19,165,-244,317,-106,-39,46,257,6,-72,-94,21,18,26,87,-919,-2952,-21,-36,-37,316,97,14,-176
6750,20,18,18,85,-850,637,-204,-27,13,228,8,-69,-100,76,30,27,57,640,859,-33,-24,-7,243,97,12,-177
6800,17,21,19,55,-341,77,-182,-28,3,228,8,-72,-97,59,48,45,37,125,306,-24,-29,0,239,98,13,-173
6850,17,16,17,46,193,123,-98,-34,10,233,8,-69,-101,102,47,47,72,-302,-353,-60,-17,-9,242,97,12,-177
6900,15,15,18,48,132,94,-92,-26,9,238,8,-70,-96,100,42,48,100,-207,-1,-102,-22,-7,244,99,13,-176
6950,19,15,18,52,-29,-14,-104,-28,10,235,8,-70,-98,103,44,42,105,-94,56,-94,-25,-9,242,99,13,-175
7000,15,15,18,58,73,-68,-76,-26,9,234,8,-72,-97,69,38,47,109,-140,29,-17,-23,-5,244,99,13,-173
7050,16,15,17,70,68,-41,-63,-24,7,231,9,-69,-97,87,28,66,119,-201,-84,-30,-23,-12,237,98,13,-177
7100,16,15,17,89,84,-11,-87,-21,8,235,8,-71,-98,53,23,45,134,-261,-20,-45,-28,-3,245,97,13,-175
7150,14,15,16,77,104,-15,-78,-29,17,234,8,-70,-97,58,18,43,155,-283,-18,-99,-26,-9,243,97,13,-175
7200,13,14,17,97,82,-22,-71,-22,7,233,9,-71,-97,79,16,31,217,-330,-58,-91,-27,-5,242,99,15,-172
7250,13,14,16,102,37,-52,-96,-20,13,234,8,-71,-98,51,16,18,214,-244,-68,-79,-29,-16,241,97,14,-177
7300,14,14,16,106,18,-31,-90,-29,6,235,9,-71,-96,31,16,19,222,-143,-49,-68,-23,-4,244,98,14,-175
7350,13,15,16,121,34,-16,-76,-29,13,236,8,-71,-98,17,15,20,229,-99,-57,-65,-21,-15,243,98,13,-175
7400,13,14,17,133,8,6,-73,-26,10,232,8,-72,-95,18,15,27,227,-85,-63,-62,-25,-9,241,99,14,-173
7450,13,14,17,138,-12,-6,-76,-28,12,232,9,-71,-98,20,16,23,219,-76,-36,-54,-17,-10,239,97,14,-177
7500,14,14,17,148,36,-3,-77,-25,12,234,8,-72,-95,19,15,22,217,-96,-20,-43,-22,-15,243,98,14,-176
7550,14,13,16,159,65,42,-68,-25,13,240,9,-71,-99,18,16,20,213,-104,31,-13,-18,-8,246,97,14,-176
7600,13,14,16,173,57,76,-64,-26,13,235,8,-71,-95,15,14,18,207,-133,62,-28,-20,-8,239,98,15,-172
7650,13,13,16,182,34,41,-82,-25,10,236,9,-71,-99,27,14,18,211,-126,47,-57,-27,-13,244,97,14,-177
7700,13,14,16,186,-6,8,-80,-27,22,239,8,-72,-95,25,14,16,219,-106,-18,-80,-24,-9,241,98,15,-175
7750,14,13,16,188,-35,-1,-87,-26,11,237,9,-72,-98,13,14,16,223,-99,-55,-83,-22,-9,240,98,14,-175
7800,13,13,17,188,-39,-14,-94,-26,12,231,9,-72,-95,13,14,17,224,-73,-96,-64,-20,-11,242,99,15,-173
7850,13,13,17,183,-41,-43,-80,-27,17,233,8,-71,-98,13,15,17,228,-48,-95,-78,-24,-11,240,98,14,-177
7900,13,13,16,180,-66,-63,-76,-26,14,233,9,-71,-98,13,15,26,235,-49,-114,-76,-26,-8,238,98,15,-173
7950,13,13,16,178,-66,-64,-78,-24,8,238,9,-71,-96,13,15,17,235,-47,-102,-62,-20,-7,243,97,15,-175
8000,13,13,17,176,-35,-43,-77,-25,8,235,8,-71,-98,13,14,17,234,-62,-100,-69,-25,-13,242,99,16,-173
8050,13,13,16,178,-24,-41,-70,-28,11,236,9,-72,-97,13,14,17,229,-71,-80,-66,-30,-8,238,98,14,-177
8100,14,13,16,176,-34,-40,-95,-26,11,232,8,-72,-97,13,15,17,225,-66,-54,-54,-25,-9,246,98,16,-173
8150,14,13,16,175,-37,-38,-96,-26,14,238,8,-72,-97,13,15,17,221,-81,-58,-65,-30,-12,244,98,14,-174
8200,13,14,17,175,-58,-44,-80,-25,14,236,8,-72,-96,14,14,17,216,-51,-67,-63,-26,-8,242,97,15,-174
8250,14,13,17,168,-73,-57,-79,-29,11,235,9,-70,-98,14,14,18,215,-49,-67,-54,-23,-7,241,98,14,-177
8300,14,13,18,159,-94,-84,-98,-34,10,232,9,-72,-95,14,14,18,203,-2,-79,-62,-23,-9,244,98,15,-173
8350,14,13,18,151,-90,-84,-101,-21,11,234,8,-71,-98,57,15,18,189,-8,-74,-62,-24,-8,243,98,14,-174
8400,14,13,18,149,-71,-59,-77,-29,13,235,9,-71,-95,51,15,20,184,-38,-64,-56,-22,-10,243,98,15,-175
8450,14,13,18,144,-57,-51,-76,-24,12,229,9,-71,-99,59,16,19,182,-68,-71,-52,-24,-9,244,97,14,-176
8500,16,13,18,142,-61,-44,-79,-28,11,234,8,-71,-95,40,17,19,172,-57,-52,-53,-24,-12,240,98,15,-173
8550,14,13,18,140,-65,-59,-87,-24,13,234,8,-70,-99,61,16,19,165,-56,-34,-54,-28,-11,238,98,14,-175
8600,13,13,18,140,-49,-39,-87,-29,10,231,8,-71,-95,63,16,19,163,-62,-43,-58,-24,-12,239,97,15,-174
8650,14,13,18,145,-46,-34,-89,-25,8,234,9,-71,-99,63,16,19,176,-86,-41,-63,-25,-9,241,97,13,-177
8700,14,13,18,142,-33,-47,-92,-25,11,232,8,-72,-95,63,16,20,169,-88,-41,-51,-23,-10,248,98,14,-172
8750,13,13,18,141,-27,-55,-83,-28,10,235,9,-71,-98,51,16,20,171,-100,-35,-61,-26,-8,242,98,14,-174
8800,13,13,18,143,-33,-40,-65,-25,12,232,8,-71,-99,44,16,19,173,-98,-25,-60,-23,-7,241,97,15,-174
8850,13,13,18,141,-29,-39,-80,-29,10,234,9,-71,-97,55,16,19,180,-94,-41,-53,-23,-10,240,98,13,-177
8900,15,14,18,143,-38,-21,-100,-26,10,235,9,-71,-98,52,16,20,175,-45,-53,-72,-23,-8,243,98,15,-173
8950,15,14,18,143,-30,-30,-100,-29,11,233,9,-71,-97,55,16,20,173,-42,-74,-72,-25,-9,242,98,14,-174
9000,15,14,18,143,-33,-25,-105,-26,11,229,9,-72,-97,57,16,20,168,-60,-47,-53,-26,-7,241,98,14,-174
9050,15,14,18,140,-37,-26,-91,-23,12,237,9,-71,-98,65,16,20,164,-51,-57,-58,-22,-8,241,98,14,-176
9100,15,14,18,140,-33,-30,-91,-28,12,235,9,-73,-97,68,16,30,165,-73,-35,-59,-26,-7,239,97,15,-173
9150,15,14,18,138,-29,-31,-80,-25,11,234,8,-70,-98,67,17,20,167,-82,-43,-50,-30,-7,242,98,14,-174
9200,15,14,19,140,-23,-30,-93,-24,10,232,8,-71,-96,71,16,21,165,-87,-42,-54,-26,-9,240,98,14,-175
9250,15,14,19,144,-7,-21,-92,-27,12,235,8,-70,-98,52,16,20,170,-116,-48,-57,-26,-6,241,97,13,-177
9300,15,14,18,163,4,-11,-98,-27,14,235,8,-72,-96,18,16,19,180,-142,-45,-68,-26,-9,243,98,15,-172
9350,15,14,18,148,-8,-15,-93,-30,10,237,9,-71,-99,13,16,17,186,-110,-38,-62,-25,-12,242,98,14,-174
9400,15,14,19,151,-29,-14,-91,-27,12,235,8,-72,-95,13,16,17,187,-88,-26,-59,-23,-8,241,98,14,-175
9450,15,14,19,149,-49,-34,-85,-26,9,233,9,-71,-100,14,16,17,193,-75,-26,-74,-27,-4,238,98,14,-176
9500,15,14,19,150,-51,-45,-88,-28,8,234,8,-72,-95,26,16,17,187,-68,-29,-57,-20,-9,243,98,14,-173
9550,15,14,19,151,-34,-22,-82,-32,13,235,7,-71,-99,21,16,18,189,-79,-27,-56,-22,-16,245,97,13,-176
9600,15,14,19,152,-48,-36,-81,-29,7,234,9,-72,-96,26,15,20,185,-74,-41,-62,-19,-5,241,98,15,-175
9650,15,14,19,150,-30,-54,-86,-22,11,232,8,-71,-95,33,15,19,186,-71,-43,-63,-22,-8,245,98,14,-176
9700,15,14,19,149,-27,-29,-78,-23,4,236,8,-71,-98,32,16,20,190,-83,-39,-57,-19,-2,241,98,15,-173
9750,15,14,19,147,-13,-34,-78,-26,9,236,9,-70,-96,29,16,21,189,-93,-46,-50,-27,-6,243,98,15,-176
9800,15,14,19,149,-27,-30,-74,-24,6,233,7,-72,-98,31,13,19,191,-86,-53,-59,-23,-5,245,98,16,-176
9850,15,14,19,148,-49,-40,-84,-23,13,234,9,-71,-97,43,16,21,187,-37,-58,-45,-25,-3,243,98,15,-176
9900,15,14,19,200,-93,-54,-90,-26,13,236,8,-72,-97,77,16,22,167,82,-81,-47,-24,-2,242,98,16,-172
9950,15,14,18,136,-100,-71,-103,-29,11,232,8,-71,-98,76,17,23,165,79,-83,-53,-21,-6,244,97,16,-176
10000,13,14,17,125,-123,-68,-88,-26,5,236,9,-72,-97,81,16,19,135,65,-72,-44,-24,-3,251,97,16,-175
10050,15,14,18,116,-114,-67,-93,-27,15,232,9,-71,-98,76,17,24,123,60,-59,-34,-26,-11,240,97,17,-175
10100,14,14,18,102,-94,-48,-82,-26,9,234,9,-73,-96,63,20,21,107,33,-27,-42,-21,-4,242,98,17,-172
10150,15,14,19,98,-73,-44,-71,-29,10,232,8,-72,-98,78,20,25,104,-6,-49,-35,-21,-9,238,97,17,-177
10200,15,14,19,98,-75,-61,-92,-24,8,237,9,-73,-95,53,20,23,101,-41,-59,-60,-26,-3,241,98,19,-176
10250,15,14,19,102,-45,-57,-88,-25,5,236,8,-71,-99,59,26,27,101,-86,-56,-43,-23,-5,243,98,18,-175
10300,16,14,19,97,-19,-37,-85,-24,3,225,9,-73,-96,44,20,24,103,-108,-25,-72,-24,2,246,99,20,-173
