Time,PD1,PD2,PD3,PD4,GDX,GDY,GDZ,ADX,ADY,ADZ,HDX,HDY,HDZ,PI1,PI2,PI3,PI4,GIX,GIY,GIZ,AIX,AIY,AIZ,HIX,HIY,HIZ
5900,13,16,17,102,-58,-35,-100,-29,8,236,63,-46,-106,62,16,18,134,-25,-86,-75,-24,-13,237,-14,51,-150
5950,14,16,18,100,-23,-8,-116,-27,12,235,63,-47,-105,72,17,18,130,-17,-88,-76,-22,-9,244,-15,50,-153
6000,15,16,18,100,-31,-7,-88,-26,11,234,64,-46,-107,59,17,18,122,-21,-63,-46,-22,-9,241,-16,51,-152
6050,14,16,19,102,-37,-20,-77,-30,8,235,63,-47,-105,59,16,19,119,-16,-70,-80,-21,-9,242,-15,51,-150
6100,14,16,20,102,-61,-42,-80,-26,6,233,64,-47,-105,57,17,19,114,-30,-88,-59,-22,-6,237,-14,50,-151
6150,15,16,19,100,-46,-60,-81,-28,8,236,63,-47,-105,57,18,18,122,-24,-103,-60,-21,-5,242,-15,51,-153
6200,15,17,19,96,-49,-76,-89,-20,8,232,63,-47,-106,61,18,19,103,-33,-86,-48,-22,-17,246,-15,51,-151
6250,15,15,19,100,-35,-62,-82,-28,4,232,63,-46,-106,66,17,18,94,-13,-121,-44,-19,-6,243,-15,52,-153
6300,17,15,19,100,-11,-42,-81,-25,8,229,64,-47,-105,70,18,20,87,-46,15,22,-25,-7,242,-14,50,-152
6350,16,15,20,106,26,-10,-64,-29,11,234,64,-46,-107,69,17,21,75,-112,58,-32,-25,-6,243,-14,51,-153
6400,16,16,20,109,-23,-17,-78,-27,9,233,63,-46,-105,70,17,24,78,-62,-69,-49,-24,-12,246,-13,49,-151
6450,16,15,20,110,-36,-36,-89,-28,12,236,64,-46,-106,63,17,31,79,-76,-55,-58,-26,-5,238,-15,51,-152
6500,16,15,20,109,-5,-65,-89,-24,10,229,64,-46,-104,58,17,27,77,-70,-55,-48,-21,-7,240,-15,51,-152
6550,16,15,19,113,-5,-19,-84,-26,10,236,61,-46,-107,56,18,24,82,-84,-36,-52,-21,-8,243,-16,50,-153
6600,16,15,19,116,-22,-10,-98,-27,6,229,64,-46,-105,49,18,22,82,-113,-12,-61,-24,-7,241,-15,50,-151
6650,17,16,16,119,-23,0,-81,-25,9,233,63,-47,-107,52,17,22,88,-106,-40,-59,-23,-6,246,-15,51,-153
6700,17,15,18,119,-15,-4,-84,-24,11,232,64,-46,-105,49,17,23,88,-105,-38,-54,-21,-11,241,-15,50,-153
6750,17,16,18,125,-26,-45,-64,-23,10,235,63,-48,-105,49,17,20,94,-119,-28,-53,-20,-9,242,-14,51,-152
6800,16,16,18,121,-1,-51,-73,-23,10,231,65,-45,-107,49,18,19,100,-142,0,-68,-18,-11,245,-15,51,-151
6850,16,15,18,123,0,-50,-81,-27,11,234,64,-47,-105,48,16,20,115,-148,-24,-66,-19,-12,240,-15,52,-153
6900,16,16,19,124,-20,-47,-67,-27,9,233,64,-46,-106,42,16,22,123,-105,-18,-59,-26,-16,243,-14,51,-152
6950,16,16,18,125,-23,-36,-64,-28,5,230,63,-46,-105,45,17,20,131,-91,-42,-64,-23,-6,244,-15,52,-152
7000,16,16,19,125,-15,-35,-78,-25,6,230,62,-46,-104,43,16,19,132,-87,-30,-49,-25,-10,241,-15,50,-150
7050,15,15,19,128,-12,-24,-85,-27,7,234,64,-46,-106,43,16,20,136,-99,-27,-63,-20,-5,243,-14,51,-152
7100,15,16,19,134,7,-31,-76,-29,6,233,64,-47,-105,44,16,23,138,-109,-18,-74,-23,-11,240,-14,51,-152
7150,15,15,20,138,18,-51,-65,-24,8,237,64,-47,-106,45,15,21,132,-120,-15,-60,-20,-6,239,-15,51,-152
7200,15,15,20,141,10,-45,-68,-24,11,233,63,-47,-104,40,15,21,142,-115,-38,-46,-23,-14,241,-15,51,-151
7250,15,15,19,144,3,-43,-73,-21,12,233,64,-46,-107,25,14,18,150,-105,-24,-71,-24,-15,244,-15,51,-153
7300,16,15,20,149,-6,-22,-99,-24,11,235,63,-47,-104,22,14,20,146,-99,-19,-50,-25,-5,245,-14,50,-152
7350,16,15,20,155,-32,-17,-106,-26,4,236,63,-47,-106,26,15,21,165,-93,-27,-53,-24,-8,242,-15,51,-151
7400,15,15,20,155,-47,-37,-83,-29,10,228,63,-47,-105,31,15,20,164,-62,-48,-59,-15,-9,241,-15,51,-151
7450,15,15,20,154,-45,-34,-79,-26,14,229,63,-47,-107,43,14,20,159,-38,-52,-62,-26,-16,239,-14,51,-153
7500,17,15,20,149,-65,-47,-85,-30,10,238,64,-47,-104,50,14,20,158,-19,-64,-57,-21,-12,241,-15,51,-151
7550,15,16,20,146,-47,-31,-81,-26,11,234,63,-46,-105,53,15,19,155,-28,-63,-61,-23,-6,239,-14,52,-151
7600,15,16,20,146,-28,-38,-75,-25,10,234,64,-46,-105,22,15,20,149,-30,-72,-68,-24,-7,245,-15,51,-151
7650,15,15,20,150,-33,-24,-84,-24,12,232,63,-47,-105,53,15,20,144,-45,-61,-49,-21,-12,246,-15,51,-153
7700,15,15,20,148,-33,-33,-88,-23,6,235,64,-46,-106,51,15,21,140,-64,-51,-54,-23,-6,246,-14,51,-151
7750,16,16,20,149,-39,-37,-83,-20,11,227,64,-47,-105,48,16,20,143,-64,-51,-39,-21,-8,246,-14,51,-150
7800,16,16,20,147,-36,-32,-74,-26,9,236,64,-47,-106,47,16,21,141,-75,-46,-53,-23,-11,242,-14,51,-152
7850,16,15,20,148,-37,-20,-73,-23,9,238,63,-47,-106,49,15,20,140,-76,-34,-42,-23,-5,244,-14,51,-153
7900,16,15,20,150,-25,-33,-92,-27,11,232,63,-47,-104,52,15,21,141,-84,-39,-55,-27,-7,244,-15,51,-150
7950,16,16,20,149,-35,-24,-89,-27,12,231,63,-46,-106,48,16,20,141,-71,-44,-46,-25,-5,240,-14,52,-151
8000,16,16,20,150,-24,-24,-99,-27,11,235,64,-47,-105,40,16,20,109,-78,-35,-62,-23,-10,243,-14,52,-151
8050,15,16,20,149,-32,-30,-86,-26,7,235,63,-46,-106,48,15,20,141,-65,-47,-44,-23,-10,235,-14,50,-152
8100,15,15,20,149,-31,-34,-71,-27,9,235,64,-46,-105,49,15,19,143,-68,-52,-64,-26,-10,243,-14,51,-151
8150,15,16,20,149,-41,-33,-86,-27,12,233,62,-48,-106,48,16,20,142,-69,-51,-35,-23,-7,242,-14,50,-152
8200,15,16,20,148,-49,-34,-77,-24,5,232,63,-47,-105,48,16,20,144,-58,-55,-50,-23,-6,240,-15,51,-151
8250,14,16,20,147,-36,-37,-75,-24,9,232,63,-47,-106,50,15,21,141,-59,-51,-48,-24,-8,243,-15,51,-152
8300,14,15,20,147,-33,-35,-81,-24,12,237,64,-47,-105,48,15,21,142,-64,-54,-44,-19,15,245,-14,50,-151
8350,14,16,20,144,-39,-32,-85,-25,13,232,63,-46,-106,50,16,20,151,-68,-61,-52,-18,-13,243,-14,51,-153
8400,14,16,20,144,-31,-31,-79,-27,15,235,64,-46,-105,51,16,20,143,-68,-52,-53,-23,-10,243,-15,51,-151
8450,14,16,20,146,-22,-46,-83,-28,8,231,63,-48,-105,52,15,21,143,-74,-50,-57,-22,-10,241,-14,51,-152
8500,14,16,20,146,-16,-28,-92,-29,13,232,63,-46,-106,45,15,21,141,-82,-47,-62,-26,-9,243,-14,52,-151
8550,15,16,20,148,-26,-12,-92,-24,11,236,63,-47,-105,46,16,31,147,-84,-31,-75,-21,-10,239,-14,52,-153
8600,15,16,20,150,-18,-19,-76,-25,12,233,63,-47,-104,47,16,20,152,-87,-16,-56,-21,-10,240,-15,52,-152
8650,15,16,20,151,-18,-14,-84,-32,7,234,64,-47,-105,49,18,20,152,-84,-38,-56,-24,-12,245,-14,52,-152
8700,15,15,20,154,-29,-32,-82,-27,13,240,63,-47,-105,48,15,20,152,-79,-52,-46,-23,-5,243,-15,51,-151
8750,14,16,20,152,-38,-39,-70,-25,4,231,64,-47,-105,45,16,21,153,-69,-57,-49,-23,-5,242,-14,51,-152
8800,15,16,20,168,-34,-48,-75,-23,8,231,63,-47,-105,48,16,20,155,-55,-67,-61,-22,-8,245,-15,51,-151
8850,15,15,20,179,-44,-39,-82,-23,6,235,63,-46,-106,49,15,20,154,-73,-74,-56,-22,-3,244,-15,53,-152
8900,14,15,20,148,-56,-42,-84,-24,12,233,64,-46,-106,51,15,20,152,-54,-61,-55,-26,-8,246,-15,52,-150
8950,15,16,20,142,-80,-50,-75,-25,9,233,63,-46,-106,50,16,20,148,16,-45,-40,-23,-3,240,-16,51,-153
9000,16,16,20,138,-98,-47,-76,-26,9,233,64,-46,-105,55,16,21,139,37,-59,-52,-15,-8,246,-15,51,-151
9050,16,16,20,129,-113,-51,-76,-22,7,233,63,-45,-108,63,16,22,117,19,-66,-47,-24,-11,240,-16,52,-153
9100,16,16,19,123,-116,-56,-82,-26,11,234,64,-45,-106,63,16,25,106,-21,-74,-48,-16,-4,245,-16,51,-152
9150,16,17,19,119,-103,-58,-108,-22,7,233,63,-45,-108,74,16,20,101,-44,-65,-44,-20,-8,246,-16,51,-153
9200,16,17,18,116,-90,-42,-101,-24,5,235,63,-45,-107,75,16,19,98,-58,-42,-54,-27,-9,241,-17,52,-151
9250,17,16,18,118,-67,-39,-90,-24,7,230,63,-45,-108,81,16,20,96,-70,-31,-49,-23,-7,242,-18,52,-152
9300,17,17,19,116,-36,-28,-70,-25,2,235,65,-43,-107,79,16,20,98,-65,-51,-54,-23,-2,245,-18,52,-152
9350,17,18,19,115,-46,-36,-81,-23,6,231,63,-45,-107,78,16,20,98,-56,-39,-58,-22,-2,243,-18,51,-153
9400,17,18,19,115,-33,-43,-81,-29,9,229,64,-44,-107,109,16,20,101,-48,-42,-52,-23,-14,245,-19,51,-151
9450,16,17,19,117,-18,-32,-72,-21,7,231,63,-43,-107,79,16,20,100,-71,-36,-50,-23,-5,248,-19,52,-152
9500,17,18,19,116,-35,-42,-71,-28,9,234,63,-44,-107,80,13,21,102,-73,-53,-51,-22,-9,243,-20,52,-151
9550,17,17,19,113,-69,-31,-79,-25,5,235,63,-43,-107,79,16,20,104,-71,-47,-51,-25,-6,241,-20,52,-152
9600,17,18,19,110,-48,-19,-79,-28,11,235,63,-42,-106,77,15,20,105,-66,-44,-52,-19,-8,245,-20,53,-151
9650,17,18,19,78,-31,-14,-94,-22,8,235,64,-42,-108,81,15,27,104,-91,-21,-67,-21,-6,243,-21,53,-152
9700,17,17,19,135,-36,-31,-91,-22,7,235,64,-42,-106,81,15,24,104,-97,-17,-59,-25,-6,245,-22,53,-152
9750,17,17,18,106,-32,-45,-86,-22,8,237,63,-41,-107,81,16,27,105,-77,-32,-59,-21,-4,246,-22,53,-152
9800,17,17,19,107,-22,-39,-80,-23,5,237,62,-42,-105,81,16,26,105,-48,-40,-70,-23,-6,244,-23,53,-150
9850,17,17,19,105,-19,-31,-77,-24,4,231,62,-41,-107,82,15,27,114,-58,-28,-57,-22,-4,244,-23,54,-152
9900,16,17,19,105,17,-26,-74,-28,6,234,63,-42,-105,84,15,25,110,-90,-57,-48,-21,-6,241,-25,55,-151
9950,16,16,19,102,-4,5,-90,-26,15,232,62,-42,-107,80,16,30,113,-79,-51,-42,-25,-10,244,-25,55,-151
10000,17,16,19,100,-17,4,-102,-28,11,234,62,-42,-105,81,16,27,114,-83,-51,-37,-26,-4,244,-26,54,-149
10050,16,16,19,98,-55,-55,-88,-23,14,238,61,-43,-105,80,15,28,111,-22,-68,-54,-28,-16,242,-27,55,-151
10100,16,16,19,97,-42,-64,-85,-20,7,233,62,-42,-104,81,16,29,106,12,-50,-44,-20,-8,241,-28,57,-150
