WAGYRO;10
Time;Ax;Ay;Az;Gx;Gy;Gz;Hx;Hy;Hz;Temp;AnBat;Angle
53;805;809;765;764;765;384;-283;-165;380;230;854;284;
54;805;809;765;765;765;384;-285;-168;381;231;854;284;
55;805;809;765;765;764;384;-279;-169;378;230;854;284;
56;805;809;765;764;764;384;-283;-169;380;230;854;284;
57;805;809;765;765;764;384;-275;-165;377;230;854;210;
58;805;809;765;765;765;384;-284;-163;381;230;854;210;
59;805;809;765;764;764;384;-280;-168;378;230;854;200;
60;805;809;765;765;765;384;-279;-160;382;230;855;279;
61;805;809;765;765;765;384;-275;-167;384;231;854;280;
62;805;809;765;765;764;384;-283;-168;379;231;854;280;
63;805;809;765;765;764;384;-284;-169;378;231;854;283;
64;805;808;765;765;764;384;-281;-163;374;231;854;283;
65;805;809;765;764;765;384;-281;-169;387;231;854;283;
66;805;809;765;765;764;384;-285;-167;381;231;854;282;
67;805;808;765;764;765;384;-286;-170;383;231;854;282;
68;805;809;765;765;765;384;-281;-166;379;231;854;281;
69;805;810;765;765;765;384;-283;-164;382;231;854;281;
70;805;809;765;764;764;384;-285;-165;378;231;854;207;
71;805;809;765;765;765;384;-279;-170;382;231;854;207;
72;805;809;765;765;764;384;-282;-169;377;231;854;196;
73;805;809;765;765;764;384;-278;-161;379;231;854;277;
74;805;809;764;765;765;384;-288;-167;384;231;854;277;
75;805;809;765;764;764;384;-282;-170;382;231;854;277;
76;805;809;765;765;764;384;-279;-165;378;231;854;281;
77;805;809;765;765;765;384;-282;-163;378;231;854;282;
78;805;809;765;764;764;384;-281;-166;376;231;854;282;
79;805;809;765;765;764;384;-281;-167;384;231;854;281;
80;805;809;765;765;764;384;-272;-163;384;231;854;281;
81;805;808;765;765;765;384;-280;-168;378;231;854;280;
82;805;809;765;765;764;384;-279;-165;378;231;854;280;
83;805;809;764;765;764;384;-280;-167;379;231;854;206;
84;805;808;764;765;764;384;-283;-161;380;231;854;206;
85;805;809;764;764;764;384;-275;-169;384;231;854;196;
86;805;809;765;765;765;384;-281;-166;376;231;854;276;
87;804;809;765;765;764;384;-285;-162;375;231;854;275;
88;805;809;765;765;765;384;-281;-166;376;231;854;280;
89;805;808;765;765;765;384;-282;-162;381;231;853;280;
90;805;809;765;764;764;384;-279;-166;381;231;854;280;
91;805;809;765;764;764;384;-280;-162;381;231;854;279;
92;805;809;765;764;764;384;-283;-168;376;231;854;279;
93;805;809;765;765;765;384;-282;-166;382;231;854;279;
94;805;809;765;764;764;384;-285;-170;376;231;854;278;
95;805;809;765;765;765;384;-279;-163;381;231;854;277;
96;804;809;765;765;764;384;-284;-166;379;231;854;203;
97;805;809;765;765;765;384;-281;-164;380;231;854;203;
98;805;809;765;765;764;384;-281;-169;379;231;854;194;
99;805;809;765;765;764;384;-273;-168;380;231;854;274;
0;805;809;765;765;764;384;-282;-167;384;231;853;273;
1;805;809;765;765;764;384;-281;-166;385;231;853;277;
2;805;809;764;765;764;384;-283;-161;382;231;853;284;
3;805;808;764;765;765;384;-275;-164;387;231;853;277;
4;805;808;765;765;765;384;-280;-162;381;231;853;277;
5;805;809;765;765;764;384;-275;-170;379;231;854;278;
6;805;809;765;765;764;384;-281;-167;376;231;853;277;
7;805;809;765;765;765;384;-273;-161;375;231;853;277;
8;805;809;765;764;764;384;-280;-167;379;231;853;203;
9;804;809;765;765;765;384;-276;-166;378;231;854;202;
10;805;809;764;765;764;384;-280;-165;379;231;853;197;
11;805;808;764;765;764;384;-282;-161;376;231;852;193;
12;805;809;765;765;764;384;-278;-167;378;231;854;273;
13;805;809;765;765;764;384;-284;-162;378;231;853;273;
14;805;809;765;765;764;384;-286;-163;377;231;853;277;
15;805;809;765;764;764;384;-273;-164;382;231;853;277;
16;805;809;765;765;764;384;-283;-166;376;231;853;277;
17;805;808;765;765;764;384;-279;-162;377;231;853;277;
18;805;808;765;765;764;384;-275;-164;382;231;854;277;
19;805;808;764;765;765;384;-277;-167;374;231;852;277;
20;805;809;765;765;764;384;-280;-161;377;231;853;277;
21;805;809;765;764;765;384;-280;-169;382;231;853;202;
22;805;809;765;764;764;384;-281;-164;375;231;853;202;
23;805;809;765;765;764;384;-275;-167;384;231;852;197;
24;805;809;765;765;764;384;-281;-164;378;231;853;193;
25;805;809;765;765;764;384;-277;-163;372;231;853;273;
26;805;809;765;765;764;384;-272;-167;375;231;853;274;
27;805;809;765;764;764;384;-281;-169;382;231;853;278;
28;805;809;765;765;764;384;-281;-162;387;231;853;278;
29;805;809;765;765;764;384;-277;-164;386;231;853;278;
30;805;808;764;765;764;384;-282;-167;385;231;853;278;
31;804;809;765;765;764;384;-276;-167;376;231;853;278;
32;805;808;764;765;764;384;-285;-161;378;231;853;278;
33;805;809;765;765;764;384;-282;-163;381;231;853;278;
34;805;809;765;765;764;384;-280;-165;379;231;852;203;
35;804;809;765;764;764;384;-281;-166;380;231;853;204;
36;805;808;765;765;765;384;-280;-160;382;231;852;198;
37;804;808;764;764;764;384;-280;-164;377;231;853;194;
38;805;808;764;765;764;384;-273;-157;381;231;852;274;
39;805;808;764;765;764;384;-274;-164;382;231;852;274;
40;805;809;764;765;764;384;-286;-165;377;231;852;277;
41;805;808;764;765;765;384;-275;-161;386;231;853;278;
42;805;809;765;765;764;384;-272;-166;380;231;852;278;
43;805;809;765;765;765;384;-280;-166;378;231;852;278;
44;805;809;765;765;764;384;-280;-166;382;231;853;279;
45;805;809;765;765;764;384;-279;-166;380;231;852;279;
46;805;808;765;765;764;384;-279;-166;387;231;852;279;
47;804;808;766;764;764;384;-282;-166;382;230;852;205;
48;804;809;765;765;764;384;-283;-165;387;231;852;206;
49;805;809;765;765;764;384;-275;-165;384;231;853;196;
50;805;809;765;765;765;384;-277;-172;381;231;853;196;
51;805;809;765;765;764;384;-278;-167;379;231;852;277;
52;805;809;765;765;765;384;-281;-168;383;231;853;277;
53;805;809;765;765;765;384;-279;-167;382;231;852;281;
54;805;808;765;765;764;384;-278;-156;377;231;853;281;
55;805;808;765;765;765;384;-286;-166;382;231;852;281;
56;805;808;765;765;764;384;-283;-169;380;231;853;282;
57;804;809;765;765;764;384;-283;-166;384;231;852;281;
58;804;809;765;765;764;384;-281;-160;381;231;852;282;
59;805;809;765;765;764;384;-279;-165;383;231;852;281;
60;805;808;764;765;765;384;-275;-168;379;231;853;208;
61;805;809;765;764;764;384;-279;-167;376;231;853;208;
62;805;809;765;765;765;384;-283;-169;380;231;853;198;
63;805;809;765;765;764;384;-279;-161;380;231;853;198;
64;805;809;765;765;764;384;-280;-169;381;231;853;278;
65;805;809;764;765;764;384;-285;-163;381;231;853;278;
66;805;808;764;764;765;384;-280;-166;380;231;853;283;
67;805;809;765;765;765;384;-276;-167;379;231;853;282;
68;805;809;765;765;764;384;-286;-161;377;231;852;282;
69;804;808;765;765;764;384;-283;-163;383;231;853;283;
70;804;808;763;764;764;384;-276;-162;382;231;852;283;
71;803;808;763;765;764;384;-277;-160;382;231;853;283;
72;804;806;762;764;764;384;-280;-169;388;231;852;282;
73;803;803;757;764;764;384;-273;-165;384;231;853;210;
74;802;803;753;764;765;384;-277;-164;385;231;852;209;
75;800;801;752;764;765;384;-284;-162;376;231;853;200;
76;799;801;751;765;765;383;-276;-159;382;231;852;275;
77;798;801;748;763;764;381;-280;-153;380;231;853;280;
78;801;802;751;761;764;379;-275;-158;380;231;853;280;
79;801;801;757;761;764;378;-277;-154;380;231;853;284;
80;803;803;759;762;765;378;-284;-150;377;231;853;284;
81;803;803;763;762;766;379;-275;-150;377;231;853;284;
82;804;804;767;762;766;380;-279;-138;381;231;853;282;
83;806;803;771;763;765;382;-280;-135;382;231;853;282;
84;804;805;770;763;765;383;-277;-134;386;231;853;282;
85;812;811;747;763;765;387;-276;-134;385;231;852;282;
86;807;805;775;762;768;390;-271;-126;379;231;853;208;
87;803;806;778;763;766;392;-263;-112;392;231;852;208;
88;804;806;775;764;765;391;-263;-99;385;231;853;198;
89;802;806;773;765;764;389;-258;-99;389;231;852;277;
90;803;805;771;765;765;387;-261;-95;387;231;853;278;
91;805;806;775;766;765;387;-260;-94;393;231;852;278;
92;804;808;768;766;765;386;-260;-98;400;232;853;282;
93;806;809;770;765;765;386;-255;-96;397;232;852;282;
94;804;806;770;765;765;386;-246;-99;395;231;853;282;
95;803;806;770;765;764;385;-262;-96;401;231;853;282;
96;803;806;769;766;764;385;-256;-100;394;231;852;282;
97;803;807;767;765;765;384;-255;-100;399;231;853;281;
98;803;806;768;765;765;384;-248;-100;399;231;853;281;
99;802;805;767;765;765;384;-253;-98;393;231;853;208;
0;802;806;766;765;765;384;-257;-104;397;231;852;208;
1;802;807;766;765;764;384;-252;-103;392;231;852;197;
2;801;807;765;765;764;384;-257;-112;396;231;852;285;
3;802;805;765;764;764;383;-253;-102;397;232;852;278;
4;801;802;764;764;764;383;-256;-113;397;232;850;277;
5;801;802;764;765;764;384;-257;-109;394;232;852;283;
6;801;802;764;765;765;385;-251;-112;400;231;852;282;
7;800;801;764;765;765;384;-254;-113;399;231;852;282;
8;800;802;764;765;764;384;-256;-109;399;231;851;281;
9;800;803;764;765;764;384;-252;-113;401;231;852;281;
10;800;804;764;765;765;384;-257;-116;402;231;852;281;
11;801;805;765;765;764;385;-251;-117;396;231;852;273;
12;801;803;765;765;764;385;-252;-112;403;231;852;207;
13;801;804;765;765;765;385;-256;-112;405;231;852;207;
14;801;806;765;765;764;385;-252;-121;397;231;852;197;
15;801;805;766;765;764;384;-252;-117;396;232;852;277;
16;802;805;765;765;764;384;-252;-114;396;232;851;277;
17;801;805;765;765;764;384;-254;-116;399;232;852;282;
18;801;805;765;765;764;385;-255;-117;402;232;852;282;
19;801;805;765;765;765;384;-250;-112;401;231;851;281;
20;801;805;765;765;765;384;-251;-120;401;232;851;281;
21;801;805;765;765;764;384;-256;-116;403;232;851;281;
22;801;805;765;765;764;384;-256;-119;396;232;852;282;
23;801;805;765;765;765;384;-251;-123;401;231;851;281;
24;801;805;765;765;764;385;-252;-118;395;231;851;280;
25;801;805;765;765;765;384;-254;-120;399;231;851;207;
26;801;804;764;765;765;384;-248;-119;396;231;852;207;
27;801;804;765;765;764;385;-252;-117;402;231;852;197;
28;801;805;766;765;765;384;-254;-123;402;232;850;277;
29;801;804;765;765;764;384;-255;-119;405;232;850;277;
30;800;804;765;764;765;385;-253;-122;399;232;851;281;
31;801;804;765;765;764;384;-251;-118;400;232;850;281;
32;801;804;764;765;765;384;-260;-119;400;232;849;280;
33;801;805;767;765;765;384;-251;-121;402;231;850;280;
34;802;806;766;765;765;384;-254;-125;401;232;849;280;
35;802;807;767;765;765;384;-251;-119;400;232;850;280;
36;803;807;768;764;765;384;-251;-123;402;231;850;280;
37;804;808;770;765;765;384;-251;-120;404;231;851;207;
38;808;808;769;765;765;383;-251;-124;403;231;850;207;
39;808;812;770;765;764;383;-250;-118;400;232;849;200;
40;806;815;772;764;764;382;-246;-121;402;231;849;197;
41;805;813;777;764;762;381;-253;-118;403;232;850;274;
42;806;814;773;764;762;381;-252;-118;402;232;846;275;
43;809;811;770;764;763;381;-255;-120;393;232;849;280;
44;805;805;770;765;763;381;-258;-123;392;232;847;280;
45;803;804;768;764;763;383;-264;-129;393;232;849;281;
46;803;805;771;766;764;385;-268;-126;385;232;850;280;
47;802;803;767;766;765;387;-267;-129;388;232;850;281;
48;802;803;761;765;766;389;-260;-131;391;232;850;280;
49;800;803;766;764;767;390;-256;-121;398;231;850;280;
50;796;804;769;766;766;389;-255;-123;404;231;850;206;
51;795;804;767;769;765;385;-248;-135;403;231;850;206;
52;792;807;759;768;762;383;-245;-145;407;231;850;200;
53;797;807;758;765;762;381;-251;-147;399;232;849;196;
54;798;797;757;765;763;382;-256;-149;399;232;850;275;
55;799;799;757;764;764;383;-258;-153;393;232;850;275;
56;799;803;753;764;765;383;-258;-151;395;232;851;279;
57;798;804;757;764;763;383;-256;-154;397;232;849;279;
58;801;802;756;764;764;383;-256;-158;389;231;850;279;
59;802;806;761;764;763;384;-262;-155;395;232;850;278;
60;802;802;760;765;763;384;-264;-152;392;232;850;278;
61;801;808;764;764;763;384;-263;-152;392;231;848;277;
62;804;806;763;765;764;385;-272;-150;390;232;850;277;
63;803;807;766;766;765;385;-273;-153;393;231;850;202;
64;804;807;763;766;764;384;-270;-160;388;231;850;202;
65;804;808;761;767;764;384;-268;-162;388;232;850;197;
66;802;809;762;766;764;383;-267;-164;380;231;850;193;
67;804;810;763;766;764;382;-269;-165;386;232;850;274;
68;803;808;765;766;765;382;-277;-177;386;232;850;273;
69;806;805;763;766;764;383;-278;-185;386;232;851;277;
70;803;806;761;765;764;384;-274;-184;385;232;850;277;
71;804;810;760;765;765;384;-270;-188;383;232;851;277;
72;805;809;763;764;765;384;-269;-182;387;232;850;276;
73;804;804;765;764;764;384;-267;-184;383;232;851;276;
74;804;806;764;764;764;384;-270;-185;383;232;850;276;
75;805;808;765;765;765;385;-276;-180;385;232;851;276;
76;805;808;765;765;765;384;-273;-183;387;232;850;201;
77;805;809;764;765;765;384;-271;-186;386;232;851;201;
78;803;809;766;765;766;384;-270;-182;381;232;851;192;
79;806;806;768;765;765;385;-273;-184;384;232;851;192;
80;804;813;769;767;765;386;-268;-184;392;232;851;272;
81;802;812;764;767;764;386;-275;-192;391;232;851;272;
82;802;814;761;766;764;385;-268;-194;385;232;851;277;
83;805;811;763;765;764;386;-268;-196;389;232;851;277;
84;806;806;766;763;764;386;-272;-192;385;232;851;277;
85;806;806;765;763;765;385;-267;-185;383;232;850;276;
86;804;807;766;763;765;385;-271;-185;382;232;851;277;
87;804;809;765;763;764;383;-272;-184;388;232;850;276;
88;793;813;761;767;765;384;-272;-176;387;232;851;277;
89;804;806;759;764;764;385;-269;-182;388;232;850;202;
90;804;808;763;764;762;383;-275;-183;377;232;851;202;
91;805;809;762;764;762;382;-270;-175;380;232;850;192;
92;807;809;762;763;762;382;-286;-176;374;232;851;193;
93;808;811;764;763;762;380;-290;-172;376;232;850;272;
94;810;813;768;765;761;379;-294;-186;365;232;851;273;
95;807;805;759;765;765;381;-298;-180;364;232;851;276;
96;799;813;763;765;767;383;-302;-182;370;232;851;276;
97;806;810;764;765;766;382;-289;-186;368;232;851;277;
98;805;808;770;765;766;383;-286;-186;371;232;851;277;
99;805;810;773;765;764;383;-292;-193;370;232;851;277;
0;805;807;769;765;763;383;-291;-188;373;232;850;276;
1;805;807;766;765;762;383;-294;-187;367;232;850;276;
2;806;809;761;766;763;384;-300;-198;366;232;850;209;
3;807;805;758;765;764;385;-295;-201;367;232;851;202;
4;806;807;760;764;765;386;-297;-194;369;232;850;190;
5;806;809;768;763;766;388;-296;-184;369;232;850;268;
6;803;809;768;764;765;387;-293;-185;370;232;850;273;
7;804;812;767;765;764;386;-294;-184;364;232;851;273;
8;805;809;764;765;764;384;-291;-184;366;232;850;277;
9;807;806;761;765;764;385;-293;-183;367;232;850;279;
10;807;803;759;764;765;386;-295;-180;369;232;850;279;
11;807;806;764;763;766;387;-287;-180;370;232;851;280;
12;806;810;766;763;766;388;-280;-168;373;232;850;279;
13;805;811;770;763;765;386;-286;-166;375;232;850;280;
14;806;809;770;765;764;385;-283;-158;374;232;851;281;
15;808;809;765;766;764;384;-285;-166;376;232;851;206;
16;808;807;763;765;764;385;-287;-167;376;232;850;206;
17;809;813;762;764;764;386;-290;-169;372;232;850;197;
18;809;811;762;764;765;385;-287;-166;371;232;851;276;
19;807;806;767;764;765;385;-291;-163;375;232;850;277;
20;805;809;766;765;765;384;-286;-160;378;232;850;275;
21;803;806;767;765;765;384;-284;-162;371;232;849;281;
22;804;808;766;765;765;385;-279;-166;377;232;851;283;
23;805;810;764;765;764;385;-278;-165;378;232;850;282;
24;803;809;767;764;763;384;-287;-167;376;232;850;282;
25;804;806;766;764;765;384;-287;-165;372;232;849;281;
26;805;805;766;764;766;385;-287;-163;374;232;850;282;
27;806;805;764;764;765;386;-280;-163;376;232;850;282;
28;804;806;766;764;764;387;-282;-160;378;232;850;208;
29;804;806;766;764;765;385;-277;-153;375;232;850;209;
30;807;810;763;766;765;385;-280;-158;378;232;851;199;
31;808;811;762;766;765;384;-283;-161;381;232;850;278;
32;804;811;765;765;764;384;-279;-165;375;232;850;279;
33;805;808;767;765;764;384;-283;-168;378;232;850;279;
34;807;814;766;766;768;381;-276;-169;376;232;850;283;
35;805;810;764;765;768;384;-268;-175;390;232;850;284;
36;804;807;763;766;767;383;-263;-171;390;232;849;283;
37;805;810;762;765;765;383;-259;-174;397;232;850;283;
38;806;810;773;764;765;383;-261;-179;392;232;850;283;
39;803;810;769;766;765;384;-248;-182;391;232;850;283;
40;802;809;759;766;763;384;-262;-181;398;232;850;281;
41;802;808;759;766;763;383;-260;-190;393;232;850;211;
42;803;808;758;765;762;383;-258;-187;394;232;850;209;
43;804;808;761;764;762;382;-272;-186;390;232;850;200;
44;807;809;768;763;762;382;-274;-183;379;232;849;279;
45;804;811;767;763;762;383;-282;-178;376;232;850;280;
46;806;812;767;763;763;384;-290;-179;375;232;850;284;
47;805;809;767;763;764;384;-284;-176;377;232;850;286;
48;805;804;766;764;765;384;-285;-174;378;232;850;284;
49;807;802;763;765;765;385;-286;-167;372;232;850;283;
50;806;807;762;764;765;386;-292;-168;374;232;850;280;
51;806;807;769;763;764;387;-291;-169;372;232;850;279;
52;804;808;767;764;764;386;-292;-157;374;232;851;280;
53;806;810;766;765;764;385;-291;-163;368;232;850;280;
54;806;809;766;764;764;385;-290;-162;370;232;851;209;
55;806;806;764;764;764;385;-294;-155;369;232;850;209;
56;806;806;764;763;765;386;-289;-153;371;232;850;199;
57;806;808;763;764;766;386;-295;-152;371;232;850;278;
58;806;808;767;765;764;385;-291;-145;375;232;850;277;
59;805;808;766;764;764;384;-289;-148;375;232;850;280;
60;806;806;764;765;765;384;-293;-147;374;232;850;280;
61;807;805;763;765;765;384;-289;-153;368;232;850;281;
62;806;805;764;764;765;385;-294;-140;375;232;850;281;
63;805;807;766;764;766;385;-286;-144;375;232;850;281;
64;805;808;767;764;765;384;-293;-149;370;232;851;281;
65;806;808;766;765;765;384;-288;-143;372;232;851;281;
66;806;806;763;765;765;384;-282;-145;378;232;850;208;
67;805;807;763;765;765;384;-287;-151;383;232;851;208;
68;805;807;764;765;764;384;-280;-153;374;232;850;201;
69;805;806;763;765;764;383;-291;-151;376;232;851;197;
70;805;806;764;765;764;384;-281;-155;374;232;850;276;
71;806;807;764;765;764;384;-289;-153;376;232;850;276;
72;806;809;765;765;764;383;-283;-154;377;232;850;281;
73;807;807;764;765;764;383;-290;-159;376;232;850;281;
74;807;807;766;765;764;382;-282;-159;374;232;850;283;
75;806;805;764;765;765;383;-288;-164;374;232;850;283;
76;806;807;764;765;765;383;-284;-156;371;232;850;283;
77;805;805;766;765;764;383;-285;-166;374;232;850;283;
