WAGYRO;10
Time;Ax;Ay;Az;Gx;Gy;Gz;Hx;Hy;Hz;Temp;AnBat;Angle
74;805;807;765;765;765;386;-286;-149;378;232;851;281;
75;804;807;764;765;765;387;-286;-151;385;231;851;281;
76;804;802;762;765;765;387;-289;-151;381;231;851;281;
77;805;803;763;765;764;385;-293;-148;377;232;851;282;
78;805;806;764;765;764;384;-289;-150;378;231;851;281;
79;805;806;764;765;764;385;-288;-153;379;232;852;281;
80;806;806;764;765;764;386;-296;-150;377;231;852;207;
81;807;804;764;766;764;386;-291;-155;379;231;851;208;
82;806;804;765;766;764;384;-294;-155;376;231;851;201;
83;807;806;767;766;764;382;-294;-164;372;231;851;197;
84;806;810;770;765;764;383;-293;-159;372;232;851;277;
85;806;807;773;766;764;385;-292;-162;369;232;851;277;
86;804;805;776;766;764;384;-295;-169;372;232;851;281;
87;804;803;783;766;764;383;-294;-169;374;232;851;281;
88;801;807;789;766;765;382;-300;-168;378;231;851;281;
89;804;809;800;764;764;385;-295;-169;377;232;851;282;
90;809;800;806;764;764;388;-292;-163;373;232;851;282;
91;815;793;811;763;765;387;-297;-162;375;232;851;281;
92;808;796;803;763;765;385;-296;-162;370;231;852;281;
93;804;810;797;759;765;383;-297;-158;368;232;851;208;
94;815;803;795;756;767;388;-299;-133;374;231;851;208;
95;808;779;764;760;771;397;-290;-112;384;232;852;202;
96;793;772;728;763;771;393;-271;-93;390;231;851;199;
97;790;791;719;763;769;383;-252;-87;399;232;851;282;
98;790;808;722;760;767;378;-238;-81;394;232;851;283;
99;795;811;734;759;766;380;-235;-74;402;232;851;304;
0;794;809;731;762;766;384;-238;-65;392;232;850;290;
1;793;808;728;764;766;384;-227;-61;404;232;851;294;
2;793;806;728;763;765;382;-230;-53;405;232;850;293;
3;797;805;735;763;763;379;-233;-54;403;231;851;289;
4;798;803;740;764;764;382;-236;-46;398;232;850;286;
5;797;796;736;768;765;387;-238;-53;400;232;851;289;
6;790;795;720;767;765;386;-238;-58;401;231;849;214;
7;785;794;713;766;763;383;-236;-64;402;231;851;213;
8;792;791;725;767;761;381;-244;-68;397;231;850;206;
9;795;790;737;768;761;382;-248;-81;397;231;851;202;
10;799;787;752;769;761;383;-257;-88;390;232;850;281;
11;804;790;773;769;762;383;-267;-104;386;232;851;281;
12;807;789;783;770;762;385;-270;-113;387;232;851;283;
13;808;793;792;770;761;382;-284;-127;386;232;851;283;
14;812;799;800;770;762;384;-292;-137;373;232;851;282;
15;811;802;801;770;764;385;-299;-156;378;232;851;281;
16;810;803;798;768;765;383;-293;-161;373;232;851;281;
17;812;804;796;767;765;383;-288;-173;373;232;850;280;
18;807;808;790;768;766;384;-291;-184;385;232;850;280;
19;803;812;783;768;766;384;-289;-183;387;231;850;207;
20;799;820;779;765;764;384;-281;-192;391;232;851;207;
21;805;812;778;763;763;384;-286;-195;387;232;850;197;
22;806;807;773;764;764;384;-291;-186;384;232;851;197;
23;805;807;769;765;764;382;-286;-188;380;232;850;277;
24;802;816;768;764;764;383;-285;-192;385;232;851;278;
25;805;815;769;763;763;386;-294;-188;378;232;850;281;
26;806;805;766;763;764;388;-294;-177;377;232;850;281;
27;805;802;763;764;764;386;-293;-180;378;232;851;282;
28;809;802;765;764;764;382;-301;-170;375;232;851;281;
29;805;808;764;764;765;382;-295;-172;374;232;851;281;
30;804;809;763;764;764;384;-299;-165;377;232;850;280;
31;806;803;763;765;765;386;-298;-167;373;232;851;280;
32;805;804;763;765;765;385;-294;-163;376;232;851;207;
33;806;806;763;765;764;383;-295;-167;374;232;851;207;
34;805;810;765;765;765;384;-299;-170;372;232;850;197;
35;805;807;765;764;765;386;-297;-167;387;232;851;197;
36;806;804;765;765;765;386;-294;-163;377;232;850;277;
37;806;805;764;765;765;384;-299;-166;376;232;850;276;
38;806;806;765;764;764;383;-297;-166;373;232;849;281;
39;807;807;768;764;765;383;-292;-168;381;232;850;281;
40;806;807;767;765;765;385;-298;-170;378;232;850;281;
41;804;808;765;765;765;385;-298;-166;376;232;851;281;
42;804;805;764;765;765;385;-293;-163;380;232;850;281;
43;804;805;763;764;764;383;-293;-161;380;232;851;281;
44;806;806;766;764;764;382;-296;-164;370;232;850;280;
45;807;807;766;765;764;384;-295;-163;377;232;850;206;
46;805;807;765;765;765;384;-292;-165;378;232;850;206;
47;806;805;765;765;765;385;-293;-163;378;232;850;196;
48;804;807;763;764;765;384;-287;-164;375;232;850;271;
49;806;806;765;764;764;384;-292;-164;379;232;850;276;
50;806;804;766;764;764;384;-296;-164;372;232;850;276;
51;805;806;766;765;765;383;-295;-161;378;232;850;280;
52;806;807;766;764;765;383;-291;-166;373;232;851;280;
53;804;806;765;765;764;384;-290;-161;386;232;850;280;
54;805;807;764;764;765;384;-294;-158;374;232;851;280;
55;807;806;766;764;765;384;-295;-156;369;232;850;280;
56;805;805;764;765;765;384;-296;-155;378;232;850;280;
57;804;808;764;764;765;384;-295;-156;377;232;850;280;
58;806;806;764;764;765;385;-290;-152;372;232;850;206;
59;805;804;763;764;764;385;-290;-157;376;232;850;206;
60;807;803;765;764;764;384;-299;-151;374;232;850;196;
61;807;804;764;765;765;384;-295;-150;375;232;850;275;
62;805;807;763;765;764;384;-289;-151;381;232;850;276;
63;806;806;765;764;764;385;-297;-152;371;232;851;276;
64;806;803;764;764;764;385;-299;-154;374;232;851;280;
65;807;802;765;765;765;384;-292;-150;374;232;851;280;
66;807;803;765;765;765;384;-292;-150;370;232;850;280;
67;807;804;765;765;764;384;-298;-147;375;232;850;280;
68;806;805;765;765;765;385;-298;-144;373;232;850;280;
69;806;803;765;765;765;385;-295;-146;376;232;851;280;
70;806;803;765;765;765;384;-297;-144;372;232;850;279;
71;807;804;766;765;765;383;-299;-145;369;232;851;206;
72;805;806;765;765;765;384;-295;-149;376;232;850;205;
73;806;804;765;764;764;384;-296;-152;373;232;851;196;
74;806;804;765;765;765;384;-295;-151;375;232;850;275;
75;806;804;765;765;765;384;-296;-150;374;232;850;276;
76;806;804;765;765;765;384;-298;-145;376;232;850;276;
77;806;804;765;765;765;384;-302;-148;374;232;851;280;
78;806;806;765;765;765;384;-295;-144;375;232;851;280;
79;805;804;763;765;765;385;-293;-143;372;232;850;280;
80;806;804;765;764;764;384;-295;-147;373;232;850;280;
81;807;804;765;765;764;384;-301;-143;373;232;851;280;
82;806;805;764;765;765;384;-301;-148;373;232;851;279;
83;806;806;765;765;765;384;-301;-144;365;232;850;279;
84;806;805;765;765;765;385;-301;-145;376;232;850;205;
85;806;803;764;764;765;385;-304;-149;373;232;850;205;
86;807;802;765;765;765;384;-297;-146;372;232;850;196;
87;806;803;764;765;765;383;-295;-144;374;232;850;275;
88;806;806;765;765;764;384;-297;-148;370;232;851;276;
89;806;805;765;765;765;384;-305;-146;370;232;850;280;
90;807;804;765;765;765;384;-299;-147;373;232;851;280;
91;807;803;766;765;764;384;-295;-142;368;232;850;280;
92;807;803;765;765;765;384;-291;-147;370;232;850;280;
93;806;804;765;765;765;384;-299;-147;370;232;850;280;
94;806;805;765;764;765;384;-301;-150;374;232;850;280;
95;806;805;766;764;765;384;-307;-146;369;232;851;279;
96;806;803;765;765;765;385;-291;-147;372;232;851;278;
97;806;803;765;765;764;384;-296;-140;371;232;851;206;
98;805;804;764;765;765;384;-301;-143;374;232;850;206;
99;806;804;765;765;765;384;-303;-144;371;232;851;196;
0;806;804;764;765;764;385;-297;-151;374;232;849;275;
1;807;803;765;764;764;384;-299;-140;371;232;850;275;
2;807;804;766;765;764;384;-301;-140;369;232;849;278;
3;806;804;765;765;765;384;-297;-140;370;232;850;280;
4;806;804;765;765;766;384;-297;-136;369;232;848;280;
5;807;802;765;765;765;384;-303;-137;371;232;850;280;
6;807;802;765;765;765;384;-305;-136;371;232;849;280;
7;807;804;766;765;765;384;-300;-141;371;232;850;280;
8;806;805;766;764;765;384;-294;-139;367;232;850;280;
9;806;805;765;765;765;384;-304;-135;374;232;850;206;
10;806;803;764;765;765;385;-302;-141;374;232;850;206;
11;806;802;765;765;764;384;-298;-134;371;232;850;200;
12;807;803;765;765;765;384;-301;-137;372;232;850;196;
13;806;804;765;765;765;384;-301;-132;372;232;850;276;
14;806;804;765;764;765;384;-299;-135;369;232;850;276;
15;806;803;765;765;765;384;-296;-139;367;232;850;280;
16;806;803;765;765;765;384;-300;-140;376;232;849;280;
17;806;803;765;765;765;384;-300;-135;371;232;849;281;
18;806;804;766;765;765;384;-299;-137;371;232;850;280;
19;806;804;766;764;765;385;-305;-137;369;232;850;280;
20;807;802;766;764;764;385;-299;-132;370;232;849;280;
21;806;802;765;764;765;384;-303;-136;368;232;849;281;
22;805;804;763;764;764;383;-299;-134;365;232;850;206;
23;807;806;760;764;764;384;-302;-132;369;232;849;207;
24;812;806;755;764;765;384;-300;-131;372;232;849;200;
25;804;808;737;764;766;384;-303;-127;372;232;849;197;
26;797;811;716;765;767;382;-292;-132;373;232;850;276;
27;795;808;706;766;765;382;-287;-127;372;232;849;275;
28;803;802;712;769;765;386;-298;-137;382;232;849;280;
29;803;802;714;771;765;386;-291;-150;377;232;850;280;
30;810;803;730;773;764;384;-288;-172;380;232;850;281;
31;812;808;748;774;765;385;-296;-188;381;232;850;281;
32;810;804;757;775;766;389;-299;-212;382;232;849;281;
33;804;800;762;775;766;389;-287;-227;380;232;850;281;
34;799;800;771;774;764;388;-288;-243;382;232;849;281;
35;802;799;791;773;762;387;-296;-274;374;232;849;205;
36;814;797;814;771;762;386;-299;-287;375;232;849;206;
37;813;796;823;771;763;391;-304;-302;362;232;850;201;
38;810;792;827;769;763;389;-310;-311;360;232;849;197;
39;815;792;834;767;764;385;-320;-324;349;232;849;276;
40;809;800;833;766;765;382;-319;-320;350;232;848;276;
41;809;809;832;765;766;381;-312;-327;351;232;850;280;
42;808;814;827;764;767;381;-310;-328;358;232;849;277;
43;808;814;820;762;767;381;-304;-334;359;232;849;279;
44;803;810;805;761;767;381;-300;-326;364;232;850;284;
45;803;809;797;759;766;378;-288;-315;370;232;849;278;
46;799;812;784;757;766;376;-283;-309;373;232;849;280;
47;794;814;765;755;766;377;-272;-289;384;232;848;280;
48;799;812;759;755;764;378;-274;-275;387;232;849;207;
49;802;813;750;756;764;382;-273;-246;389;232;849;208;
50;793;814;723;756;764;384;-280;-231;394;232;849;197;
51;794;816;712;756;763;382;-276;-219;387;232;849;197;
52;809;811;723;756;762;381;-280;-186;387;232;849;278;
53;810;797;724;759;764;386;-288;-168;383;232;849;278;
54;802;796;721;762;765;386;-292;-155;380;232;849;282;
55;802;797;727;763;764;385;-291;-147;375;232;849;282;
56;805;797;739;765;764;385;-288;-144;378;232;849;282;
57;809;797;753;766;764;385;-292;-144;378;232;849;282;
58;810;800;761;766;765;384;-289;-148;377;232;850;281;
59;810;802;765;766;766;383;-288;-154;376;232;849;281;
60;808;805;767;766;765;383;-289;-150;387;232;850;281;
61;807;805;768;766;765;383;-290;-156;385;232;850;207;
62;806;804;769;765;765;384;-290;-166;379;232;850;207;
63;805;803;769;766;765;383;-286;-166;385;232;850;197;
64;805;806;771;766;765;382;-286;-171;387;232;849;197;
65;804;808;771;765;764;383;-287;-168;385;232;850;277;
66;807;804;772;765;765;385;-284;-172;382;232;849;277;
67;805;802;770;765;765;384;-284;-169;383;232;850;281;
68;801;806;767;765;765;382;-285;-172;381;232;849;281;
69;804;808;768;764;764;382;-290;-180;386;232;849;281;
70;805;807;767;764;764;384;-291;-174;384;232;849;282;
71;803;806;763;764;764;385;-285;-179;380;232;850;282;
72;804;802;761;764;765;386;-289;-170;384;232;849;281;
73;805;801;760;765;765;386;-287;-171;386;232;850;281;
74;805;803;761;764;765;384;-291;-169;386;232;849;208;
75;805;804;763;765;765;384;-283;-170;383;232;850;207;
76;804;803;765;765;765;386;-286;-173;378;232;849;198;
77;801;802;770;766;765;385;-286;-170;388;232;849;272;
78;798;801;782;766;764;385;-279;-168;381;232;850;277;
79;803;802;798;766;763;386;-289;-170;385;232;850;277;
80;816;802;823;767;765;387;-289;-176;386;233;850;281;
81;821;818;836;766;768;390;-287;-173;383;232;850;282;
82;823;808;829;761;768;394;-280;-166;382;232;849;281;
83;818;796;813;758;770;389;-265;-146;397;232;849;281;
84;803;796;781;755;772;385;-257;-135;398;232;850;281;
85;782;788;743;754;770;382;-243;-114;405;232;849;281;
86;779;783;723;757;769;380;-225;-76;414;232;850;281;
87;779;787;712;759;767;380;-221;-71;408;232;849;209;
88;783;791;713;761;765;381;-209;-56;413;232;850;214;
89;786;791;723;763;764;382;-220;-46;408;232;849;237;
90;792;790;730;763;763;381;-214;-48;409;232;850;281;
91;795;791;741;765;763;384;-219;-47;412;232;849;293;
92;795;788;748;766;764;385;-222;-47;408;232;850;292;
93;801;786;756;766;763;383;-220;-41;407;233;849;287;
94;799;792;759;768;764;383;-225;-52;399;232;850;284;
95;798;796;760;767;765;384;-221;-57;402;232;850;285;
96;798;797;758;766;765;383;-227;-55;403;232;850;288;
97;794;798;750;767;765;385;-226;-66;404;232;850;286;
98;791;798;744;767;764;384;-224;-77;409;232;850;284;
99;792;798;742;766;763;383;-229;-77;410;232;850;285;
0;793;797;739;767;763;384;-233;-88;406;232;848;212;
1;792;794;738;769;763;385;-236;-93;404;232;849;212;
2;795;793;744;769;762;384;-238;-99;398;232;848;196;
3;799;799;752;769;762;384;-247;-108;404;232;849;278;
4;801;801;759;769;762;385;-244;-113;403;233;849;278;
5;803;800;765;769;762;386;-256;-132;391;232;849;277;
6;806;798;773;769;762;387;-263;-133;396;233;849;281;
7;808;797;779;770;763;389;-271;-150;390;232;849;281;
8;808;800;785;768;763;389;-276;-156;390;232;849;280;
9;811;800;790;768;763;391;-288;-160;383;232;849;280;
10;810;796;790;769;764;390;-283;-159;379;232;848;280;
11;809;798;789;768;764;387;-287;-167;381;232;849;281;
12;807;805;786;767;764;384;-288;-175;379;232;849;280;
13;806;809;784;766;764;383;-289;-176;377;232;849;207;
14;804;810;780;765;764;384;-291;-184;375;232;849;205;
15;804;808;776;765;763;385;-290;-180;369;232;849;197;
16;805;807;772;765;764;385;-293;-178;374;232;849;277;
17;806;810;771;764;764;384;-295;-178;370;232;848;276;
18;808;809;772;764;764;383;-302;-181;371;233;849;280;
19;807;809;768;764;765;383;-305;-174;369;233;849;280;
20;806;808;765;764;765;384;-303;-177;374;232;849;280;
21;805;809;762;764;764;384;-301;-172;370;232;848;280;
22;805;808;763;764;764;385;-303;-173;365;232;849;280;
23;807;807;764;764;764;384;-296;-171;366;232;848;280;
24;807;807;764;764;764;385;-306;-166;365;232;849;280;
25;807;806;764;765;765;385;-301;-172;373;232;848;279;
26;807;806;764;765;765;384;-305;-165;373;233;849;206;
27;807;809;765;765;764;384;-307;-165;371;232;849;206;
28;807;808;765;764;764;385;-305;-169;369;232;849;196;
29;807;806;765;764;764;385;-304;-169;370;232;848;276;
30;807;804;764;765;765;384;-305;-166;365;233;849;276;
31;807;807;765;764;764;382;-301;-164;371;233;849;280;
32;808;809;767;765;765;383;-308;-161;374;233;848;278;
33;807;808;766;765;765;385;-310;-164;366;232;848;280;
34;806;805;764;765;765;385;-307;-166;369;232;848;280;
35;806;807;764;764;764;383;-299;-169;366;232;849;280;
36;807;807;765;765;764;383;-311;-164;369;232;848;280;
37;808;808;767;765;764;383;-300;-167;367;233;848;278;
38;807;807;766;765;765;384;-308;-167;368;232;848;206;
39;806;807;764;765;765;384;-301;-168;364;232;849;206;
40;806;806;764;765;765;384;-304;-166;367;232;848;200;
41;807;807;765;765;765;384;-304;-167;371;232;848;196;
42;807;808;767;765;765;384;-305;-171;368;232;848;275;
43;806;808;765;765;765;385;-299;-169;367;232;849;275;
44;805;808;765;764;764;385;-306;-167;369;233;849;279;
45;807;805;765;765;765;385;-313;-169;366;233;848;280;
46;806;805;765;765;765;384;-303;-166;369;233;848;279;
47;807;806;766;764;765;383;-305;-169;369;233;847;279;
48;806;808;766;765;764;384;-306;-171;370;232;848;279;
49;805;807;764;765;765;385;-302;-165;369;233;847;279;
50;806;806;765;765;765;385;-304;-163;368;233;849;279;
51;807;805;765;765;765;385;-306;-163;366;233;848;206;
52;806;806;764;765;764;384;-305;-163;366;232;849;206;
53;807;808;766;764;765;384;-302;-163;365;233;848;199;
54;807;807;766;765;765;385;-309;-161;370;232;849;196;
55;806;805;764;765;765;385;-305;-159;370;233;848;275;
56;807;805;765;765;765;385;-305;-161;370;232;849;275;
57;807;806;766;765;765;384;-311;-153;370;233;848;279;
58;807;807;765;765;765;385;-304;-160;368;233;849;279;
59;807;808;764;765;765;385;-302;-165;368;232;848;279;
60;808;805;764;764;765;385;-309;-164;367;233;849;279;
61;808;805;764;765;765;385;-305;-154;368;232;849;279;
62;807;805;764;765;765;384;-308;-157;367;232;849;279;
63;807;806;765;765;765;384;-304;-154;371;233;849;279;
64;805;808;765;765;764;384;-302;-156;366;232;849;205;
65;807;807;766;764;764;385;-303;-160;371;232;849;206;
66;806;805;764;765;765;386;-307;-153;370;232;849;200;
67;807;803;763;765;765;384;-304;-151;367;232;849;196;
68;807;805;765;765;764;383;-305;-153;369;233;848;275;
69;808;807;766;765;764;384;-302;-154;366;233;849;275;
70;808;806;766;765;765;385;-306;-150;367;233;848;279;
71;808;805;764;765;765;385;-305;-148;371;233;849;280;
72;806;806;763;765;764;384;-310;-155;361;233;848;279;
73;808;806;766;765;765;383;-309;-162;366;233;849;279;
74;808;806;766;765;765;384;-306;-154;370;233;848;279;
75;806;807;765;765;765;384;-311;-152;369;233;849;280;
76;807;806;764;765;765;384;-310;-152;367;233;848;279;
77;807;805;764;765;765;384;-312;-152;364;233;849;206;
78;808;805;765;764;765;383;-307;-152;367;233;849;206;
79;808;805;766;765;765;383;-313;-153;366;232;849;196;
80;807;805;765;765;765;384;-302;-154;371;232;849;196;
81;806;805;765;765;764;383;-304;-151;367;233;849;275;
82;808;806;766;764;764;383;-306;-161;372;233;849;275;
83;807;805;766;765;765;384;-306;-152;364;233;849;280;
84;806;805;764;765;765;384;-305;-159;371;233;849;280;
85;807;805;765;764;765;384;-298;-156;365;233;848;280;
86;807;806;765;765;765;384;-305;-159;366;233;849;280;
87;806;806;765;765;765;384;-298;-156;368;233;848;280;
88;807;805;765;765;765;384;-304;-153;370;233;849;280;
89;807;805;766;765;765;384;-301;-160;368;233;848;279;
90;806;806;764;765;765;384;-302;-152;371;233;849;206;
91;807;806;765;765;764;384;-296;-155;370;233;848;206;
92;807;806;765;764;765;384;-305;-155;367;232;849;196;
93;807;804;765;765;765;385;-310;-155;367;233;848;197;
94;807;803;764;765;765;384;-304;-155;371;233;849;276;
95;805;805;763;765;765;383;-304;-158;368;233;849;276;
96;807;806;765;764;764;383;-304;-156;372;233;849;280;
97;808;805;766;765;764;384;-304;-156;365;233;849;280;
98;806;804;765;765;765;385;-303;-153;369;233;849;280;
99;806;804;764;765;765;384;-300;-154;370;232;849;280;
