Time,PD1,PD2,PD3,PD4,GDX,GDY,GDZ,ADX,ADY,ADZ,HDX,HDY,HDZ,PI1,PI2,PI3,PI4,GIX,GIY,GIZ,AIX,AIY,AIZ,HIX,HIY,HIZ
1000,59,17,18,13,6,0,-33,18,-60,224,-54,-95,-118,33,12,17,204,22,-18,-7,-14,41,241,-74,390,92
1050,60,18,17,13,-10,-8,-36,25,-65,225,-55,-96,-118,34,13,17,208,20,-37,-12,-12,39,238,-75,390,90
1100,61,18,17,13,-16,6,-37,26,-65,220,-55,-95,-119,36,13,18,205,31,-53,-13,-26,41,242,-74,391,92
1150,61,18,17,13,26,-11,-33,26,-67,223,-54,-96,-116,39,13,18,213,23,-29,-19,-15,39,240,-74,390,91
1200,62,18,18,13,-12,-2,-41,21,-63,223,-54,-96,-117,23,13,18,210,21,-27,5,-19,41,242,-74,391,91
1250,61,15,18,13,25,2,-31,25,-69,219,-54,-95,-118,42,13,18,207,6,-35,-20,-13,44,241,-75,390,91
1300,60,17,18,13,5,-28,-39,20,-65,222,-54,-95,-117,40,13,17,209,17,-34,2,-18,37,233,-75,391,92
1350,62,18,18,13,15,3,-38,21,-61,222,-55,-95,-118,37,13,18,210,7,-29,-2,-15,44,241,-74,390,90
1400,62,18,18,13,11,-4,-28,21,-63,219,-54,-97,-117,40,13,18,212,17,-25,-15,-17,43,238,-74,390,91
1450,61,17,18,13,10,2,-24,23,-63,217,-54,-96,-119,39,13,18,209,9,-27,-13,-14,38,245,-74,390,91
1500,61,17,17,13,59,14,-42,23,-66,222,-55,-95,-117,41,13,18,207,-17,-44,-20,-12,42,241,-75,391,93
1550,45,17,17,13,18,-22,-43,20,-64,222,-55,-95,-117,35,13,17,207,-42,-59,-5,-20,44,244,-76,390,91
1600,58,18,17,13,24,20,-24,22,-62,222,-54,-95,-117,34,13,17,204,-12,-40,-8,-18,45,239,-74,390,91
1650,57,17,17,13,-10,-4,-45,27,-63,217,-55,-95,-119,38,13,17,204,6,-25,-10,-19,40,241,-74,390,91
1700,57,17,17,13,2,23,-46,24,-62,221,-54,-95,-118,38,13,17,207,37,-8,-17,-13,44,242,-75,390,91
1750,58,18,17,13,3,-16,-42,23,-62,223,-55,-96,-118,36,13,17,212,21,-13,-21,-22,42,240,-75,389,90
1800,57,18,17,13,-18,5,-27,26,-66,223,-54,-95,-118,37,13,17,212,21,-20,-3,-18,41,240,-74,390,91
1850,59,17,17,13,4,-1,-53,23,-62,222,-55,-96,-117,36,13,17,211,21,-19,-4,-22,38,237,-75,390,92
1900,61,17,18,13,0,4,-46,29,-65,219,-55,-94,-119,36,13,17,209,16,-23,-12,-14,43,243,-74,390,92
1950,58,18,17,13,23,24,-34,21,-64,216,-54,-96,-117,40,13,17,212,11,-19,-21,-16,47,241,-76,390,90
2000,59,17,17,13,18,-5,-31,27,-67,222,-55,-96,-118,36,13,17,215,9,-14,5,-16,40,238,-75,390,92
2050,58,17,18,13,49,-6,-61,17,-63,222,-55,-95,-118,37,13,17,210,8,-34,-6,-14,40,241,-75,391,92
2100,57,17,17,13,6,-15,-42,24,-62,224,-54,-96,-118,37,13,17,213,17,-16,-16,-18,45,235,-75,390,92
2150,58,17,17,13,-4,3,-45,25,-66,223,-54,-95,-119,36,13,16,220,19,-18,9,-22,42,241,-75,390,91
2200,58,17,17,13,1,-15,-45,26,-64,220,-55,-96,-117,37,13,18,218,25,-26,-13,-14,45,238,-75,391,92
2250,57,17,17,13,-10,1,-44,26,-61,225,-54,-94,-119,38,13,17,217,36,-29,-11,-19,43,239,-75,390,91
2300,55,17,17,13,13,-11,-33,23,-62,223,-54,-96,-117,37,13,18,218,29,-18,-3,-17,43,239,-75,391,92
2350,56,17,18,13,-31,-26,-45,28,-63,221,-55,-96,-118,39,13,18,219,31,-33,-3,-17,38,240,-74,391,91
2400,58,19,17,13,2,2,-42,23,-65,217,-54,-96,-118,43,13,18,217,47,-31,3,-17,44,237,-74,391,93
2450,61,17,18,13,-4,-10,-56,27,-64,218,-55,-95,-119,45,14,18,210,29,-19,-10,-16,42,237,-75,391,92
2500,60,17,18,13,1,6,-43,19,-63,223,-54,-96,-117,52,14,18,207,22,-32,-10,-16,44,238,-75,391,93
2550,61,18,18,13,9,-20,-38,25,-70,219,-54,-94,-118,38,15,18,211,5,-23,-29,-25,45,241,-74,390,91
2600,62,17,18,13,18,10,-28,27,-62,225,-54,-95,-118,40,15,19,213,1,-58,-15,-13,34,239,-74,391,92
2650,63,17,18,13,31,-2,-27,26,-63,219,-55,-94,-118,20,16,18,213,6,-41,-11,-16,47,238,-75,392,92
2700,63,18,18,13,6,3,-58,24,-67,220,-54,-95,-117,37,15,18,213,-3,-38,-5,-14,47,239,-75,391,93
2750,61,17,18,13,13,-3,-38,29,-65,228,-55,-96,-118,46,15,18,213,26,-24,-10,-15,41,225,-75,391,92
2800,60,17,18,13,-5,-8,-31,24,-58,222,-54,-96,-117,46,15,19,216,27,-11,-27,-16,42,244,-75,391,93
2850,62,17,18,13,18,-3,-17,19,-66,224,-55,-96,-118,45,15,18,212,1,-33,-9,-15,43,241,-75,392,92
2900,62,17,18,13,15,-23,-45,18,-61,222,-54,-95,-118,46,15,19,211,-3,-26,0,-15,40,238,-75,391,92
2950,63,18,18,13,12,15,-27,24,-62,222,-55,-96,-117,40,14,18,216,-13,-38,-1,-18,45,242,-75,391,91
3000,37,17,18,13,22,16,-36,26,-63,224,-54,-96,-117,40,14,19,216,5,-40,-13,-13,36,239,-74,392,93
3050,59,17,18,13,6,21,-44,21,-58,215,-55,-95,-118,42,14,18,214,-1,-41,-5,-17,46,239,-75,390,91
3100,60,17,18,13,9,14,-30,25,-64,227,-55,-95,-118,38,14,18,217,6,-27,-14,-21,46,240,-74,392,92
3150,62,17,18,13,-4,-16,-39,25,-58,221,-55,-96,-118,37,14,19,216,9,-51,-6,-12,42,240,-75,391,92
3200,62,18,18,13,31,12,-49,24,-61,225,-55,-95,-118,37,14,18,218,8,-42,-18,-14,40,241,-75,391,93
3250,61,17,18,10,-3,-7,-38,26,-66,221,-54,-95,-119,38,14,18,214,9,-33,-26,-16,38,242,-75,391,91
3300,71,17,18,13,8,9,-28,22,-59,219,-55,-95,-118,31,14,18,214,25,-11,-9,-16,45,235,-75,391,91
3350,61,17,18,13,19,-9,-40,24,-61,220,-55,-95,-118,37,14,18,218,15,-20,-7,-18,45,242,-75,390,91
3400,65,17,18,13,-8,-10,-60,24,-67,223,-55,-96,-118,36,14,18,218,25,-26,-17,-18,44,240,-74,391,93
3450,62,17,18,13,29,10,-25,23,-63,221,-55,-95,-118,40,14,18,213,22,-22,0,-16,39,244,-74,390,91
3500,63,17,18,13,-18,-20,-44,24,-65,219,-54,-94,-118,39,14,18,215,17,-20,-15,-18,47,240,-74,392,91
3550,60,18,18,13,34,36,-26,24,-63,225,-54,-95,-119,37,14,19,216,27,-11,-33,-11,42,243,-75,391,92
3600,60,17,18,13,9,-13,-32,24,-66,221,-54,-95,-118,38,14,20,239,20,-32,-21,-18,43,242,-74,391,93
3650,63,17,18,13,17,0,-19,24,-61,220,-55,-95,-117,38,14,18,215,12,-23,-35,-18,41,239,-75,391,91
3700,63,17,18,13,32,-4,-39,25,-66,223,-55,-96,-118,39,14,18,215,9,-22,-16,-14,40,240,-74,391,91
3750,63,18,18,13,15,1,-30,23,-66,219,-55,-96,-117,38,14,19,219,18,-30,-13,-14,40,239,-75,391,92
3800,63,17,18,13,11,18,-39,24,-66,220,-54,-95,-118,37,14,19,222,19,-6,-3,-17,44,238,-75,391,92
3850,62,17,18,13,5,-5,-28,24,-67,223,-54,-95,-118,40,14,18,215,16,-18,-26,-16,39,239,-75,391,90
3900,63,17,18,13,9,-12,-36,25,-64,224,-54,-95,-117,39,14,18,217,4,-43,-12,-17,45,239,-76,391,92
3950,64,17,18,13,32,7,-39,21,-66,226,-54,-95,-119,37,14,18,219,0,-46,-17,-17,43,245,-75,390,92
4000,61,17,18,13,11,-19,-42,26,-65,221,-54,-96,-118,39,14,20,219,6,-24,-8,-14,41,239,-75,391,92
4050,61,18,18,13,38,16,-36,24,-63,224,-53,-96,-117,39,14,18,219,5,-43,0,-12,46,240,-75,391,90
4100,62,17,18,13,-11,-4,-52,21,-64,222,-54,-96,-118,33,14,19,217,27,-7,-11,-18,40,238,-74,391,91
4150,64,18,18,13,13,8,-33,25,-68,220,-55,-95,-118,36,14,19,222,8,-29,-8,-18,42,238,-75,391,92
4200,65,17,18,13,2,-1,-42,29,-65,222,-54,-95,-117,46,8,18,221,18,-17,-7,-13,44,241,-74,391,93
4250,63,17,18,13,-1,6,-48,21,-66,222,-55,-94,-119,40,14,19,214,22,-23,-25,-15,41,239,-75,390,91
4300,62,17,18,13,12,5,-47,26,-64,224,-55,-95,-117,39,14,18,215,28,-23,-6,-17,39,240,-75,391,93
4350,63,17,18,13,-4,-3,-38,22,-68,221,-54,-95,-118,37,14,20,218,23,-19,-2,-22,42,238,-74,391,93
4400,66,17,18,13,9,-7,-31,26,-61,220,-55,-95,-118,52,14,21,218,25,-30,-10,-19,48,244,-75,391,92
4450,65,17,18,13,-5,2,-34,23,-67,221,-54,-95,-119,38,15,18,214,4,-15,2,-19,39,238,-76,390,92
4500,63,17,18,13,32,8,-37,27,-63,223,-55,-96,-118,42,14,20,212,8,-14,-16,-16,43,240,-75,390,93
4550,66,17,18,13,12,-11,-45,27,-65,217,-54,-95,-117,38,14,19,221,-9,-22,-11,-12,38,244,-75,390,92
4600,65,17,18,13,19,22,-23,28,-63,217,-54,-95,-119,36,14,20,222,-23,-43,-6,-17,40,242,-74,391,92
4650,64,17,18,13,35,5,-41,25,-65,223,-54,-96,-117,42,14,19,216,25,-9,-18,-23,43,241,-75,392,92
4700,62,17,18,13,19,-22,-38,25,-58,224,-54,-95,-117,50,14,18,218,10,-40,-20,-21,43,240,-74,391,93
4750,66,18,18,13,26,24,-16,24,-61,230,-55,-96,-117,40,14,18,218,7,-23,-21,-20,39,242,-75,391,91
4800,61,17,17,13,30,2,-53,24,-69,223,-55,-96,-117,39,14,17,222,-9,-36,-15,-17,45,239,-74,391,92
4850,63,17,17,13,50,24,-33,25,-63,217,-54,-96,-118,41,14,18,221,-10,-38,-31,-18,39,240,-75,391,92
4900,62,17,17,13,29,-11,-33,25,-64,220,-55,-95,-117,41,14,18,218,1,-24,-12,-14,42,241,-74,391,92
4950,59,17,17,13,8,2,-36,26,-64,220,-54,-96,-118,41,14,18,223,-5,-33,-9,-14,41,242,-74,390,92
5000,58,17,17,13,8,-12,-67,27,-61,223,-55,-95,-118,42,14,18,223,12,-24,3,-14,40,233,-75,392,92
5050,58,17,17,13,-6,10,-23,25,-67,223,-54,-95,-118,44,14,18,224,12,-33,-13,-14,42,243,-75,391,92
5100,61,17,17,13,6,-8,-51,23,-61,229,-54,-96,-118,45,14,18,226,20,-24,-13,-19,43,243,-75,391,92
5150,60,17,17,13,7,-10,-43,23,-64,222,-54,-94,-118,41,14,18,228,-1,-30,3,-16,41,240,-75,391,92
5200,59,17,16,13,12,-10,-45,23,-66,221,-53,-95,-117,40,14,18,225,15,-21,-22,-13,44,247,-75,392,92
5250,61,17,16,13,-3,-9,-50,19,-61,226,-55,-95,-118,45,14,18,223,11,-13,-13,-17,38,243,-75,391,92
5300,58,17,17,15,-5,-6,-49,25,-70,221,-55,-97,-117,45,15,18,223,32,-24,-5,-18,45,240,-75,391,92
5350,70,17,17,13,-11,-3,-26,25,-66,225,-54,-95,-117,43,14,18,225,32,-11,-10,-14,39,243,-75,391,92
5400,63,17,17,13,-24,1,-48,20,-66,227,-54,-95,-117,43,14,18,220,53,-33,-4,-14,45,240,-75,391,92
5450,65,18,17,13,-3,-18,-49,26,-63,223,-55,-96,-118,43,15,18,217,37,-38,-5,-17,38,239,-75,391,93
5500,62,17,17,13,-8,-16,-51,23,-64,223,-54,-96,-117,39,14,18,217,22,-21,-8,-15,40,240,-75,391,93
5550,63,18,17,13,25,-3,-43,24,-65,229,-54,-96,-117,36,15,19,220,13,-32,-18,-18,41,241,-75,391,91
5600,66,17,17,13,-2,-3,-39,23,-65,224,-55,-95,-117,31,14,19,221,20,-18,-10,-17,46,238,-74,392,92
5650,69,17,18,13,17,-4,-52,22,-67,222,-55,-95,-117,31,15,18,188,4,-29,4,-16,40,236,-75,391,93
5700,65,18,18,13,-21,-17,-50,24,-61,225,-54,-95,-118,31,15,19,217,29,-6,-5,-13,43,241,-75,391,93
5750,62,17,18,13,17,-1,-54,24,-62,220,-55,-95,-118,27,15,18,218,23,-27,-9,-16,37,238,-74,391,92
5800,63,17,17,13,4,-12,-41,24,-65,224,-54,-95,-118,29,15,18,221,6,-9,-11,-19,47,238,-74,392,93
5850,64,17,18,13,19,4,-37,22,-63,221,-54,-95,-118,31,15,19,215,12,-19,5,-15,40,238,-75,391,93
5900,65,17,19,13,25,0,-40,25,-66,222,-54,-95,-118,41,15,19,215,7,-24,-12,-14,44,241,-75,392,93
5950,67,18,18,13,6,-9,-33,27,-59,222,-55,-95,-118,30,15,20,224,17,-24,-5,-15,40,239,-75,391,92
6000,65,17,18,13,15,1,-23,17,-69,226,-55,-96,-118,31,15,20,217,3,-17,-6,-17,45,245,-74,392,94
6050,64,17,18,13,3,-20,-37,26,-68,223,-54,-94,-118,30,15,19,217,20,-14,-14,-20,42,240,-75,391,92
6100,67,17,18,13,35,5,-35,21,-66,230,-54,-96,-118,31,15,18,218,5,-20,-7,-19,40,242,-75,391,93
6150,63,17,18,13,20,-6,-53,24,-60,225,-55,-95,-119,30,14,19,219,3,-23,-15,-17,40,239,-73,392,92
6200,63,17,18,13,4,8,-33,26,-62,225,-54,-97,-116,29,15,19,222,8,-36,-11,-15,40,236,-75,392,93
6250,65,17,18,13,35,-2,-45,26,-66,224,-55,-95,-118,31,15,18,216,-7,-31,-2,-15,38,237,-74,392,92
6300,65,17,18,13,1,9,-36,26,-65,225,-54,-96,-118,30,15,20,222,13,-19,-16,-13,43,238,-74,391,92
6350,66,17,17,13,33,5,-49,20,-64,223,-54,-96,-118,31,15,18,225,6,-39,-7,-16,40,241,-74,391,92
6400,65,17,18,13,13,-6,-40,25,-67,219,-55,-96,-118,24,15,19,224,4,-21,-17,-16,39,240,-75,393,94
6450,66,17,18,13,15,17,-23,23,-65,218,-54,-95,-117,29,15,18,224,-1,-32,-19,-19,41,238,-75,390,94
6500,66,112,17,13,15,-17,-48,28,-69,224,-55,-95,-117,24,15,18,226,5,-21,-1,-18,40,239,-74,392,93
6550,63,17,18,13,13,3,-47,27,-62,222,-54,-95,-116,23,14,20,229,32,-28,-18,-19,46,241,-75,391,92
6600,65,17,17,13,16,3,-41,23,-62,225,-54,-96,-118,23,15,18,231,23,-9,-29,-13,40,244,-74,391,94
6650,66,17,17,13,7,2,-30,25,-61,223,-55,-95,-117,26,15,18,228,8,-28,-21,-16,42,238,-74,391,92
6700,63,17,17,13,12,15,-38,26,-67,221,-55,-95,-118,29,15,18,230,19,-11,-6,-19,43,238,-75,391,93
6750,62,18,17,13,24,11,-40,28,-63,224,-54,-96,-118,19,15,18,235,1,-30,-11,-13,46,241,-75,391,92
6800,63,17,17,13,24,6,-35,21,-65,219,-55,-96,-118,27,15,18,241,-18,-27,-3,-15,48,241,-75,392,94
6850,61,17,17,13,1,0,-36,29,-65,224,-54,-95,-118,28,14,17,242,3,-28,-7,-17,40,239,-75,390,92
6900,63,17,17,13,20,6,-43,26,-65,223,-55,-97,-116,28,15,18,246,-8,-25,-2,-18,44,239,-76,392,92
6950,63,17,16,13,3,0,-39,25,-63,221,-54,-94,-119,28,15,18,250,2,-15,-16,-17,38,240,-75,392,92
7000,60,17,16,13,8,-11,-45,24,-67,221,-55,-96,-117,27,15,17,249,15,-36,-1,-15,39,235,-76,392,94
7050,61,17,17,13,13,2,-39,23,-64,223,-55,-94,-118,29,15,18,248,17,-31,-15,-16,39,239,-76,389,92
7100,21,17,16,13,-1,2,-54,23,-61,226,-53,-96,-118,26,15,18,246,14,-16,-17,-16,42,237,-76,392,93
7150,63,17,16,13,13,-5,-42,25,-64,220,-55,-94,-118,24,14,18,253,13,-31,-12,-19,46,243,-75,391,93
7200,62,17,16,13,-12,-1,-30,24,-62,225,-55,-96,-117,24,15,18,250,22,-15,-17,-11,41,242,-75,391,93
7250,60,17,16,13,13,9,-40,25,-60,223,-54,-96,-117,28,15,18,246,27,-19,-24,-17,38,244,-75,390,91
7300,62,17,16,13,15,-1,-44,24,-64,223,-55,-96,-118,28,15,18,250,10,-34,-8,-17,37,238,-75,393,93
7350,63,17,16,10,10,14,-41,26,-62,217,-55,-95,-118,30,15,18,252,18,-13,-9,-14,40,240,-75,390,93
7400,75,17,16,13,17,-14,-35,24,-67,227,-54,-95,-118,28,15,18,251,11,-35,-3,-15,41,240,-75,391,93
7450,66,17,17,13,-13,-19,-44,24,-63,222,-54,-96,-117,29,15,18,264,35,-16,-30,-16,41,238,-76,390,91
7500,63,17,17,13,-22,-19,-37,24,-63,226,-55,-96,-118,30,15,19,248,54,-18,-15,-14,45,238,-75,393,93
7550,69,17,17,13,5,-9,-53,25,-63,224,-55,-96,-118,27,15,18,249,35,-15,2,-17,35,234,-75,391,93
7600,66,17,17,13,4,-4,-55,23,-68,223,-54,-96,-117,27,15,19,247,23,-14,-27,-15,43,241,-75,391,94
7650,66,17,17,13,6,7,-34,23,-58,220,-55,-95,-118,33,15,18,240,26,-15,-17,-16,43,238,-76,390,92
7700,64,17,17,13,-2,-4,-35,26,-65,224,-54,-95,-118,34,15,19,264,29,-21,-14,-15,38,246,-75,392,94
7750,64,17,17,13,11,-19,-37,24,-66,221,-55,-95,-119,31,15,19,240,9,-29,-8,-20,43,241,-75,391,94
7800,66,17,17,13,9,-21,-31,25,-65,223,-54,-96,-116,34,15,18,243,16,-27,-16,-14,42,235,-74,391,92
7850,66,17,17,13,25,10,-44,21,-68,220,-55,-94,-119,31,15,19,242,4,-29,-22,-16,45,240,-74,391,90
7900,66,17,17,13,22,-7,-36,27,-73,224,-55,-96,-117,30,15,18,244,-17,-39,-18,-12,43,237,-74,393,93
7950,65,17,17,13,45,12,-39,30,-63,226,-55,-94,-118,26,15,18,247,4,-31,-22,-15,38,242,-74,391,93
8000,65,17,17,13,-4,-14,-44,23,-68,221,-54,-96,-117,28,15,18,244,15,-17,-11,-18,41,241,-75,392,93
8050,63,17,17,13,-1,4,-28,24,-60,221,-55,-95,-117,30,15,18,246,22,-32,-3,-17,39,239,-75,390,90
8100,65,17,17,13,30,20,-46,23,-69,231,-54,-96,-117,30,15,18,244,16,-25,-4,-14,42,240,-75,392,93
8150,66,17,17,13,1,-9,-38,26,-67,221,-55,-95,-118,29,15,18,247,12,-31,-27,-15,43,240,-75,391,93
8200,63,17,17,13,4,-4,-45,25,-66,221,-54,-95,-118,18,14,18,245,22,-27,-4,-19,44,239,-74,391,93
8250,65,17,18,13,-16,1,-38,27,-61,223,-54,-96,-118,29,15,18,238,17,-15,0,-17,38,239,-75,390,90
8300,68,17,18,13,9,3,-40,24,-66,224,-54,-95,-117,31,14,18,261,12,-31,8,-18,43,236,-75,393,93
8350,67,17,17,13,-7,-6,-37,21,-63,223,-55,-95,-117,26,15,18,242,18,-19,-40,-13,39,239,-75,391,92
8400,67,17,18,13,9,3,-32,29,-67,222,-55,-96,-118,27,15,18,241,29,-22,-8,-14,35,239,-74,392,92
8450,65,17,18,13,12,3,-26,28,-65,225,-54,-95,-117,29,15,18,236,37,-22,-14,-12,42,247,-74,390,90
8500,65,17,18,13,-9,0,-33,25,-63,223,-55,-97,-117,30,15,18,237,19,-19,-18,-15,45,247,-75,392,94
8550,180,17,18,13,22,-17,-24,27,-63,220,-54,-94,-119,28,15,18,241,7,-34,-14,-19,39,241,-75,391,92
8600,65,17,18,13,6,3,-36,28,-65,221,-55,-97,-116,27,15,18,239,15,-24,-16,-14,46,240,-74,391,93
8650,68,17,18,13,21,-9,-35,25,-63,226,-54,-94,-119,29,15,18,236,-4,-35,8,-14,41,240,-75,390,92
8700,65,17,18,13,10,-5,-41,22,-67,224,-55,-96,-117,28,15,18,234,25,-16,-15,-19,44,237,-74,392,93
8750,66,17,18,13,11,10,-45,21,-61,226,-55,-94,-119,27,15,18,240,27,-19,-26,-19,41,235,-75,391,92
8800,67,17,18,14,-2,2,-40,25,-63,224,-55,-96,-116,34,15,18,237,21,-19,-24,-14,47,239,-75,392,93
8850,71,17,18,13,10,-4,-41,26,-64,220,-54,-95,-119,30,15,18,236,11,-21,-7,-17,40,242,-75,392,93
8900,66,17,18,13,21,4,-29,20,-64,225,-55,-96,-118,29,15,18,237,25,-13,-13,-18,41,243,-75,393,94
8950,68,18,18,13,-3,-12,-13,29,-62,226,-54,-95,-118,31,15,18,237,29,-28,2,-14,44,234,-75,391,91
9000,66,17,18,13,16,-5,-31,28,-69,222,-55,-96,-116,31,15,18,239,21,-13,-11,-16,42,244,-75,392,92
9050,69,18,18,13,-5,-11,-41,24,-63,223,-54,-95,-117,33,15,18,237,4,-18,-9,-15,48,236,-74,391,92
9100,119,17,18,11,24,-8,-40,25,-65,222,-54,-95,-118,35,15,18,235,1,-31,-8,-14,42,239,-75,392,95
9150,67,17,18,13,30,7,-41,25,-64,225,-54,-95,-118,34,15,18,242,6,-17,-19,-19,38,240,-74,391,91
9200,67,18,18,13,11,9,-43,21,-63,221,-54,-96,-118,34,15,18,240,6,-31,-5,-18,40,241,-75,393,92
9250,63,17,18,13,15,-6,-26,27,-64,219,-54,-96,-117,36,15,18,236,15,-12,-7,-14,41,241,-74,391,92
9300,64,17,18,13,-10,7,-26,29,-68,223,-54,-95,-118,36,15,18,238,7,-30,-23,-12,39,238,-75,392,94
9350,67,17,18,13,11,-24,-41,24,-63,223,-54,-95,-117,33,15,17,241,-8,-28,-3,-16,43,237,-74,391,91
9400,64,17,18,13,12,11,-42,24,-64,223,-54,-97,-116,33,15,18,256,16,-14,-5,-16,40,240,-75,392,93
9450,67,17,18,13,13,21,-44,24,-63,223,-55,-94,-119,37,15,18,232,15,-9,-6,-17,36,244,-75,391,92
9500,66,17,18,13,15,7,-41,21,-66,221,-55,-96,-116,37,15,18,240,13,-26,-3,-15,44,241,-75,392,93
9550,67,17,18,13,10,13,-34,24,-61,223,-55,-94,-120,34,15,17,247,8,-37,-20,-19,44,243,-75,391,90
9600,68,17,18,13,9,-4,-48,29,-64,223,-55,-97,-115,33,15,17,244,6,-37,-5,-21,41,241,-75,391,94
9650,69,18,18,13,-59,-24,-41,26,-64,221,-54,-93,-120,61,14,16,237,42,-129,-2,-24,41,238,-75,391,91
9700,69,18,18,13,-45,39,-30,24,-63,221,-55,-97,-116,37,14,16,232,40,-221,7,-14,39,239,-75,392,92
9750,70,18,20,13,-56,0,-34,22,-63,228,-55,-94,-119,29,12,16,231,13,-235,11,-13,39,245,-75,389,88
9800,70,19,20,13,-94,39,-19,23,-67,219,-55,-96,-118,41,12,14,220,29,-210,1,-13,41,240,-74,390,91
9850,74,18,20,13,-126,36,-24,21,-66,222,-55,-94,-118,44,12,13,205,-25,-290,-20,-13,40,237,-75,390,89
9900,81,20,20,13,-318,66,19,18,-69,225,-54,-96,-118,46,12,13,196,-15,-259,-69,-8,39,240,-74,389,90
9950,93,26,26,13,-448,192,54,22,-68,235,-55,-93,-120,66,12,13,221,-118,-268,-89,-5,43,245,-74,388,86
10000,125,42,43,13,-1212,159,326,65,-73,296,-54,-93,-119,45,13,13,217,-68,-224,-77,-5,41,233,-73,390,91
10050,98,36,34,13,-7628,3463,1858,65,-87,349,-49,-79,-124,65,17,13,267,-136,-11,-28,-16,38,240,-73,390,95
10100,17,14,17,13,-9409,6736,2425,-44,-191,385,-42,-62,-128,70,20,13,312,-161,-485,53,-9,38,242,-72,392,99
10150,16,14,15,13,-3613,1302,1237,-69,-140,304,-36,-50,-128,52,26,13,328,26,-375,90,-10,39,240,-71,391,97
10200,14,12,16,13,400,488,-933,-29,-153,212,-35,-48,-128,53,38,13,325,160,-247,121,-4,34,238,-70,393,102
10250,13,12,15,13,-934,151,-908,-32,-148,169,-35,-45,-128,48,57,13,290,205,71,61,-6,36,236,-70,392,100
10300,14,12,15,13,255,-476,1013,-33,-162,111,-37,-43,-126,61,53,13,276,141,175,29,-11,42,234,-69,393,100
10350,13,13,15,13,573,-907,1201,-28,-127,28,-36,-43,-128,65,72,13,276,98,-157,40,-9,41,239,-70,392,98
10400,13,12,15,13,523,-575,1058,0,-106,-11,-38,-43,-126,58,69,13,239,124,-212,44,-3,46,240,-69,393,100
10450,13,13,15,13,-77,-1145,339,-1,-55,-51,-39,-44,-129,43,75,13,224,-29,-390,17,-10,40,237,-69,389,95
10500,13,12,15,13,410,-1565,-752,-12,-53,-11,-43,-44,-125,29,76,13,237,-60,-217,-17,-10,41,238,-69,391,96
10550,13,12,15,13,772,-1659,512,-41,-111,62,-46,-45,-128,37,87,13,256,-48,-14,-72,-6,38,241,-68,390,96
