Time,PD1,PD2,PD3,PD4,GDX,GDY,GDZ,ADX,ADY,ADZ,HDX,HDY,HDZ,PI1,PI2,PI3,PI4,GIX,GIY,GIZ,AIX,AIY,AIZ,HIX,HIY,HIZ
3500,13,45,16,20,250,0,0,0,0,0,-256,0,0,39,19,21,236,185,0,0,0,0,0,-1024,0,0
3550,13,38,16,20,250,0,0,0,0,0,-256,0,0,38,19,26,237,185,0,0,0,0,0,-1024,0,0
3600,13,37,16,20,250,0,0,0,0,0,-256,0,0,40,19,25,243,185,0,0,0,0,0,-1024,0,0
3650,13,38,16,22,250,0,0,0,0,0,-256,0,0,29,19,26,248,185,0,0,0,0,0,-1024,0,0
3700,13,39,16,192,250,0,0,0,0,0,-256,0,0,23,19,24,245,185,0,0,0,0,0,-1024,0,0
3750,13,37,16,21,250,0,0,0,0,0,-256,0,0,31,19,23,247,185,0,0,0,0,0,-1024,0,0
3800,13,72,16,21,250,0,0,0,0,0,-256,0,0,33,18,23,239,185,0,0,0,0,0,-1024,0,0
3850,13,38,16,21,250,0,0,0,0,0,-256,0,0,35,20,26,243,185,0,0,0,0,0,-1024,0,0
3900,13,39,16,21,250,0,0,0,0,0,-256,0,0,41,20,22,237,185,0,0,0,0,0,-1024,0,0
3950,13,40,16,21,250,0,0,0,0,0,-256,0,0,33,22,25,237,185,0,0,0,0,0,-1024,0,0
4000,13,35,16,20,250,0,0,0,0,0,-256,0,0,30,19,27,239,185,0,0,0,0,0,-1024,0,0
4050,13,38,16,20,250,0,0,0,0,0,-256,0,0,31,20,30,235,185,0,0,0,0,0,-1024,0,0
4100,13,31,17,19,250,0,0,0,0,0,-256,0,0,40,22,26,228,185,0,0,0,0,0,-1024,0,0
4150,13,29,17,18,250,0,0,0,0,0,-256,0,0,51,22,31,226,185,0,0,0,0,0,-1024,0,0
4200,13,29,16,18,250,0,0,0,0,0,-256,0,0,35,28,30,230,185,0,0,0,0,0,-1024,0,0
4250,13,29,16,19,250,0,0,0,0,0,-256,0,0,42,27,41,229,185,0,0,0,0,0,-1024,0,0
4300,13,30,16,19,250,0,0,0,0,0,-256,0,0,54,21,26,224,185,0,0,0,0,0,-1024,0,0
4350,13,31,16,21,250,0,0,0,0,0,-256,0,0,44,22,29,228,185,0,0,0,0,0,-1024,0,0
4400,13,30,16,20,250,0,0,0,0,0,-256,0,0,38,23,36,233,185,0,0,0,0,0,-1024,0,0
4450,13,31,16,21,250,0,0,0,0,0,-256,0,0,46,23,36,235,185,0,0,0,0,0,-1024,0,0
4500,13,31,16,20,250,0,0,0,0,0,-256,0,0,65,23,31,232,185,0,0,0,0,0,-1024,0,0
4550,13,31,15,19,250,0,0,0,0,0,-256,0,0,46,23,54,219,185,0,0,0,0,0,-1024,0,0
4600,13,28,15,18,250,0,0,0,0,0,-256,0,0,47,19,33,237,185,0,0,0,0,0,-1024,0,0
4650,13,29,15,18,250,0,0,0,0,0,-256,0,0,38,20,32,234,185,0,0,0,0,0,-1024,0,0
4700,13,29,16,20,250,0,0,0,0,0,-256,0,0,41,20,33,228,185,0,0,0,0,0,-1024,0,0
4750,13,31,16,20,250,0,0,0,0,0,-256,0,0,45,20,31,229,185,0,0,0,0,0,-1024,0,0
4800,13,25,16,20,250,0,0,0,0,0,-256,0,0,43,20,34,231,185,0,0,0,0,0,-1024,0,0
4850,13,30,16,20,250,0,0,0,0,0,-256,0,0,45,20,35,231,185,0,0,0,0,0,-1024,0,0
4900,13,33,16,20,250,0,0,0,0,0,-256,0,0,49,19,37,227,185,0,0,0,0,0,-1024,0,0
4950,13,33,16,21,250,0,0,0,0,0,-256,0,0,44,20,34,226,185,0,0,0,0,0,-1024,0,0
5000,13,31,16,21,250,0,0,0,0,0,-256,0,0,38,20,36,232,185,0,0,0,0,0,-1024,0,0
5050,13,19,16,18,250,0,0,0,0,0,-256,0,0,40,20,34,232,185,0,0,0,0,0,-1024,0,0
5100,13,33,16,20,250,0,0,0,0,0,-256,0,0,31,19,36,228,185,0,0,0,0,0,-1024,0,0
5150,13,35,16,20,250,0,0,0,0,0,-256,0,0,48,19,34,224,185,0,0,0,0,0,-1024,0,0
5200,13,34,16,21,250,0,0,0,0,0,-256,0,0,45,20,34,227,185,0,0,0,0,0,-1024,0,0
5250,13,35,16,19,250,0,0,0,0,0,-256,0,0,31,20,31,229,185,0,0,0,0,0,-1024,0,0
5300,13,35,16,19,250,0,0,0,0,0,-256,0,0,37,21,32,228,185,0,0,0,0,0,-1024,0,0
5350,13,33,16,21,250,0,0,0,0,0,-256,0,0,33,21,23,230,185,0,0,0,0,0,-1024,0,0
5400,13,34,16,20,250,0,0,0,0,0,-256,0,0,20,20,33,231,185,0,0,0,0,0,-1024,0,0
5450,13,34,16,20,250,0,0,0,0,0,-256,0,0,30,21,29,230,185,0,0,0,0,0,-1024,0,0
5500,13,37,16,18,250,0,0,0,0,0,-256,0,0,29,21,27,225,185,0,0,0,0,0,-1024,0,0
5550,13,36,16,19,250,0,0,0,0,0,-256,0,0,19,20,25,226,185,0,0,0,0,0,-1024,0,0
5600,13,34,16,20,250,0,0,0,0,0,-256,0,0,23,20,27,226,185,0,0,0,0,0,-1024,0,0
5650,13,34,16,18,250,0,0,0,0,0,-256,0,0,31,19,26,225,185,0,0,0,0,0,-1024,0,0
5700,13,36,17,18,250,0,0,0,0,0,-256,0,0,39,20,26,215,185,0,0,0,0,0,-1024,0,0
5750,13,37,17,20,250,0,0,0,0,0,-256,0,0,38,20,27,210,185,0,0,0,0,0,-1024,0,0
5800,13,37,16,20,250,0,0,0,0,0,-256,0,0,55,20,29,207,185,0,0,0,0,0,-1024,0,0
5850,13,39,16,20,250,0,0,0,0,0,-256,0,0,37,20,29,205,185,0,0,0,0,0,-1024,0,0
5900,13,39,17,20,250,0,0,0,0,0,-256,0,0,39,19,28,201,185,0,0,0,0,0,-1024,0,0
5950,13,37,17,20,250,0,0,0,0,0,-256,0,0,36,21,30,204,185,0,0,0,0,0,-1024,0,0
6000,13,38,16,20,250,0,0,0,0,0,-256,0,0,34,19,29,205,185,0,0,0,0,0,-1024,0,0
6050,13,38,16,20,250,0,0,0,0,0,-256,0,0,82,20,29,202,185,0,0,0,0,0,-1024,0,0
6100,13,39,17,20,250,0,0,0,0,0,-256,0,0,37,20,30,196,185,0,0,0,0,0,-1024,0,0
6150,13,39,16,20,250,0,0,0,0,0,-256,0,0,37,17,21,191,185,0,0,0,0,0,-1024,0,0
6200,13,37,16,20,250,0,0,0,0,0,-256,0,0,37,19,31,191,185,0,0,0,0,0,-1024,0,0
6250,13,39,16,21,250,0,0,0,0,0,-256,0,0,37,18,31,184,185,0,0,0,0,0,-1024,0,0
6300,13,40,16,21,250,0,0,0,0,0,-256,0,0,40,19,31,178,185,0,0,0,0,0,-1024,0,0
6350,13,40,16,20,250,0,0,0,0,0,-256,0,0,38,19,30,173,185,0,0,0,0,0,-1024,0,0
6400,13,37,16,23,250,0,0,0,0,0,-256,0,0,37,20,19,191,185,0,0,0,0,0,-1024,0,0
6450,13,39,16,23,250,0,0,0,0,0,-256,0,0,31,20,33,181,185,0,0,0,0,0,-1024,0,0
6500,13,41,17,23,250,0,0,0,0,0,-256,0,0,32,20,31,180,185,0,0,0,0,0,-1024,0,0
6550,13,42,16,23,250,0,0,0,0,0,-256,0,0,34,21,31,181,185,0,0,0,0,0,-1024,0,0
6600,14,39,17,25,250,0,0,0,0,0,-256,0,0,34,20,32,182,185,0,0,0,0,0,-1024,0,0
6650,13,37,17,25,250,0,0,0,0,0,-256,0,0,40,20,26,84,185,0,0,0,0,0,-1024,0,0
6700,13,40,16,25,250,0,0,0,0,0,-256,0,0,40,23,31,170,185,0,0,0,0,0,-1024,0,0
6750,13,37,16,21,250,0,0,0,0,0,-256,0,0,40,22,31,172,185,0,0,0,0,0,-1024,0,0
6800,14,39,16,21,250,0,0,0,0,0,-256,0,0,39,23,34,175,185,0,0,0,0,0,-1024,0,0
6850,13,38,16,21,250,0,0,0,0,0,-256,0,0,36,22,30,180,185,0,0,0,0,0,-1024,0,0
6900,13,20,16,21,250,0,0,0,0,0,-256,0,0,37,22,31,177,185,0,0,0,0,0,-1024,0,0
6950,13,38,16,22,250,0,0,0,0,0,-256,0,0,36,18,27,177,185,0,0,0,0,0,-1024,0,0
7000,13,38,16,22,250,0,0,0,0,0,-256,0,0,34,23,32,181,185,0,0,0,0,0,-1024,0,0
7050,13,39,16,23,250,0,0,0,0,0,-256,0,0,33,24,33,184,185,0,0,0,0,0,-1024,0,0
7100,13,40,16,20,250,0,0,0,0,0,-256,0,0,42,25,31,183,185,0,0,0,0,0,-1024,0,0
7150,14,39,16,20,250,0,0,0,0,0,-256,0,0,36,23,30,193,185,0,0,0,0,0,-1024,0,0
7200,14,37,16,20,250,0,0,0,0,0,-256,0,0,36,22,30,194,185,0,0,0,0,0,-1024,0,0
7250,14,38,16,19,250,0,0,0,0,0,-256,0,0,30,20,33,194,185,0,0,0,0,0,-1024,0,0
7300,14,41,16,21,250,0,0,0,0,0,-256,0,0,34,23,30,188,185,0,0,0,0,0,-1024,0,0
7350,14,40,16,21,250,0,0,0,0,0,-256,0,0,38,22,30,190,185,0,0,0,0,0,-1024,0,0
7400,14,40,16,18,250,0,0,0,0,0,-256,0,0,32,22,31,191,185,0,0,0,0,0,-1024,0,0
7450,14,37,16,24,250,0,0,0,0,0,-256,0,0,30,22,31,186,185,0,0,0,0,0,-1024,0,0
7500,14,37,16,25,250,0,0,0,0,0,-256,0,0,34,20,31,185,185,0,0,0,0,0,-1024,0,0
7550,14,39,16,24,250,0,0,0,0,0,-256,0,0,34,23,31,183,185,0,0,0,0,0,-1024,0,0
7600,14,40,16,23,250,0,0,0,0,0,-256,0,0,32,23,34,187,185,0,0,0,0,0,-1024,0,0
7650,14,39,16,23,250,0,0,0,0,0,-256,0,0,20,23,36,189,185,0,0,0,0,0,-1024,0,0
7700,14,39,16,22,250,0,0,0,0,0,-256,0,0,34,26,33,184,185,0,0,0,0,0,-1024,0,0
7750,14,38,16,23,250,0,0,0,0,0,-256,0,0,35,20,33,185,185,0,0,0,0,0,-1024,0,0
7800,14,39,16,24,250,0,0,0,0,0,-256,0,0,36,24,36,188,185,0,0,0,0,0,-1024,0,0
7850,14,41,16,23,250,0,0,0,0,0,-256,0,0,35,24,36,187,185,0,0,0,0,0,-1024,0,0
7900,13,41,16,22,250,0,0,0,0,0,-256,0,0,40,26,34,186,185,0,0,0,0,0,-1024,0,0
7950,13,40,16,22,250,0,0,0,0,0,-256,0,0,37,25,34,188,185,0,0,0,0,0,-1024,0,0
8000,13,38,16,24,250,0,0,0,0,0,-256,0,0,33,17,33,197,185,0,0,0,0,0,-1024,0,0
8050,13,37,16,25,250,0,0,0,0,0,-256,0,0,33,21,34,197,185,0,0,0,0,0,-1024,0,0
8100,13,34,16,23,250,0,0,0,0,0,-256,0,0,34,24,31,197,185,0,0,0,0,0,-1024,0,0
8150,13,37,16,23,250,0,0,0,0,0,-256,0,0,39,24,30,205,185,0,0,0,0,0,-1024,0,0
8200,13,37,16,21,250,0,0,0,0,0,-256,0,0,36,21,31,214,185,0,0,0,0,0,-1024,0,0
8250,13,36,16,26,250,0,0,0,0,0,-256,0,0,42,21,27,229,185,0,0,0,0,0,-1024,0,0
8300,13,37,16,24,250,0,0,0,0,0,-256,0,0,37,23,26,215,185,0,0,0,0,0,-1024,0,0
8350,13,40,16,26,250,0,0,0,0,0,-256,0,0,32,23,24,213,185,0,0,0,0,0,-1024,0,0
8400,13,40,15,25,250,0,0,0,0,0,-256,0,0,32,21,26,218,185,0,0,0,0,0,-1024,0,0
8450,13,39,16,24,250,0,0,0,0,0,-256,0,0,36,21,26,221,185,0,0,0,0,0,-1024,0,0
8500,13,39,16,23,250,0,0,0,0,0,-256,0,0,36,23,25,221,185,0,0,0,0,0,-1024,0,0
8550,13,40,16,25,250,0,0,0,0,0,-256,0,0,40,22,25,219,185,0,0,0,0,0,-1024,0,0
8600,13,37,16,26,250,0,0,0,0,0,-256,0,0,37,20,24,223,185,0,0,0,0,0,-1024,0,0
8650,13,41,16,21,250,0,0,0,0,0,-256,0,0,27,18,27,217,185,0,0,0,0,0,-1024,0,0
8700,13,39,16,21,250,0,0,0,0,0,-256,0,0,22,17,24,215,185,0,0,0,0,0,-1024,0,0
8750,13,27,16,23,250,0,0,0,0,0,-256,0,0,26,16,20,213,185,0,0,0,0,0,-1024,0,0
8800,13,40,16,21,250,0,0,0,0,0,-256,0,0,20,16,19,212,185,0,0,0,0,0,-1024,0,0
8850,13,41,17,25,250,0,0,0,0,0,-256,0,0,21,17,15,209,185,0,0,0,0,0,-1024,0,0
8900,13,30,18,22,250,0,0,0,0,0,-256,0,0,17,19,14,207,185,0,0,0,0,0,-1024,0,0
8950,14,38,20,18,250,0,0,0,0,0,-256,0,0,17,23,13,202,185,0,0,0,0,0,-1024,0,0
9000,13,34,23,17,250,0,0,0,0,0,-256,0,0,17,23,13,260,185,0,0,0,0,0,-1024,0,0
9050,13,52,23,18,250,0,0,0,0,0,-256,0,0,31,32,11,287,185,0,0,0,0,0,-1024,0,0
9100,13,16,15,18,250,0,0,0,0,0,-256,0,0,36,63,13,336,185,0,0,0,0,0,-1024,0,0
9150,13,15,15,18,250,0,0,0,0,0,-256,0,0,27,75,13,337,185,0,0,0,0,0,-1024,0,0
9200,13,17,15,19,250,0,0,0,0,0,-256,0,0,13,89,13,313,185,0,0,0,0,0,-1024,0,0
9250,13,16,15,18,250,0,0,0,0,0,-256,0,0,13,104,13,282,185,0,0,0,0,0,-1024,0,0
9300,13,16,15,18,250,0,0,0,0,0,-256,0,0,14,105,13,235,185,0,0,0,0,0,-1024,0,0
9350,13,15,15,18,250,0,0,0,0,0,-256,0,0,13,102,14,192,185,0,0,0,0,0,-1024,0,0
9400,13,16,15,18,250,0,0,0,0,0,-256,0,0,17,123,16,150,185,0,0,0,0,0,-1024,0,0
9450,13,15,15,18,250,0,0,0,0,0,-256,0,0,14,128,15,176,185,0,0,0,0,0,-1024,0,0
9500,13,15,15,18,250,0,0,0,0,0,-256,0,0,13,142,15,224,185,0,0,0,0,0,-1024,0,0
9550,13,15,15,18,250,0,0,0,0,0,-256,0,0,13,136,17,238,185,0,0,0,0,0,-1024,0,0
9600,13,16,15,17,250,0,0,0,0,0,-256,0,0,13,137,15,234,185,0,0,0,0,0,-1024,0,0
9650,13,15,15,18,250,0,0,0,0,0,-256,0,0,13,139,14,244,185,0,0,0,0,0,-1024,0,0
9700,13,15,15,18,250,0,0,0,0,0,-256,0,0,15,150,15,263,185,0,0,0,0,0,-1024,0,0
9750,13,15,15,18,250,0,0,0,0,0,-256,0,0,13,148,15,248,185,0,0,0,0,0,-1024,0,0
9800,13,14,15,18,250,0,0,0,0,0,-256,0,0,14,153,14,222,185,0,0,0,0,0,-1024,0,0
9850,13,14,15,17,250,0,0,0,0,0,-256,0,0,13,151,15,225,185,0,0,0,0,0,-1024,0,0
9900,13,13,15,17,250,0,0,0,0,0,-256,0,0,14,116,13,212,185,0,0,0,0,0,-1024,0,0
9950,13,14,15,21,250,0,0,0,0,0,-256,0,0,51,59,13,194,185,0,0,0,0,0,-1024,0,0
10000,13,15,15,21,250,0,0,0,0,0,-256,0,0,17,43,16,125,185,0,0,0,0,0,-1024,0,0
10050,13,16,14,41,250,0,0,0,0,0,-256,0,0,30,20,27,71,185,0,0,0,0,0,-1024,0,0
10100,13,13,15,30,250,0,0,0,0,0,-256,0,0,45,47,47,18,185,0,0,0,0,0,-1024,0,0
10150,13,49,15,28,250,0,0,0,0,0,-256,0,0,13,15,14,23,185,0,0,0,0,0,-1024,0,0
10200,14,56,15,26,250,0,0,0,0,0,-256,0,0,12,12,14,27,185,0,0,0,0,0,-1024,0,0
10250,13,45,16,39,250,0,0,0,0,0,-256,0,0,12,12,13,25,185,0,0,0,0,0,-1024,0,0
10300,14,56,18,21,250,0,0,0,0,0,-256,0,0,15,12,13,22,185,0,0,0,0,0,-1024,0,0
10350,14,72,22,25,250,0,0,0,0,0,-256,0,0,18,13,13,16,185,0,0,0,0,0,-1024,0,0
10400,15,65,20,18,250,0,0,0,0,0,-256,0,0,13,12,13,18,185,0,0,0,0,0,-1024,0,0
10450,14,87,16,21,250,0,0,0,0,0,-256,0,0,14,12,12,14,185,0,0,0,0,0,-1024,0,0
10500,13,93,17,26,250,0,0,0,0,0,-256,0,0,13,12,13,14,185,0,0,0,0,0,-1024,0,0
10550,13,133,17,27,250,0,0,0,0,0,-256,0,0,19,12,13,14,185,0,0,0,0,0,-1024,0,0
10600,14,141,17,20,250,0,0,0,0,0,-256,0,0,14,12,13,13,185,0,0,0,0,0,-1024,0,0
10650,14,137,15,25,250,0,0,0,0,0,-256,0,0,13,12,13,14,185,0,0,0,0,0,-1024,0,0
10700,13,149,15,27,250,0,0,0,0,0,-256,0,0,13,12,13,16,185,0,0,0,0,0,-1024,0,0
10750,14,154,15,24,250,0,0,0,0,0,-256,0,0,13,12,12,16,185,0,0,0,0,0,-1024,0,0
10800,15,174,15,21,250,0,0,0,0,0,-256,0,0,13,12,12,13,185,0,0,0,0,0,-1024,0,0
10850,15,171,16,20,250,0,0,0,0,0,-256,0,0,12,12,12,13,185,0,0,0,0,0,-1024,0,0
10900,16,122,16,27,250,0,0,0,0,0,-256,0,0,12,12,13,13,185,0,0,0,0,0,-1024,0,0
10950,15,104,16,26,250,0,0,0,0,0,-256,0,0,12,12,12,12,185,0,0,0,0,0,-1024,0,0
11000,16,95,15,28,250,0,0,0,0,0,-256,0,0,15,12,12,13,185,0,0,0,0,0,-1024,0,0
11050,16,81,16,37,250,0,0,0,0,0,-256,0,0,18,12,13,13,185,0,0,0,0,0,-1024,0,0
11100,16,117,17,29,250,0,0,0,0,0,-256,0,0,14,12,13,16,185,0,0,0,0,0,-1024,0,0
11150,16,65,18,23,250,0,0,0,0,0,-256,0,0,17,13,15,30,185,0,0,0,0,0,-1024,0,0
11200,14,59,16,24,250,0,0,0,0,0,-256,0,0,20,13,18,72,185,0,0,0,0,0,-1024,0,0
11250,13,47,16,19,250,0,0,0,0,0,-256,0,0,20,15,17,104,185,0,0,0,0,0,-1024,0,0
11300,13,39,16,21,250,0,0,0,0,0,-256,0,0,15,15,31,146,185,0,0,0,0,0,-1024,0,0
11350,13,35,16,19,250,0,0,0,0,0,-256,0,0,16,15,29,176,185,0,0,0,0,0,-1024,0,0
11400,13,31,16,20,250,0,0,0,0,0,-256,0,0,13,15,31,205,185,0,0,0,0,0,-1024,0,0
11450,13,25,15,19,250,0,0,0,0,0,-256,0,0,13,15,19,215,185,0,0,0,0,0,-1024,0,0
11500,13,26,15,20,250,0,0,0,0,0,-256,0,0,13,13,21,243,185,0,0,0,0,0,-1024,0,0
11550,13,22,16,20,250,0,0,0,0,0,-256,0,0,12,13,25,264,185,0,0,0,0,0,-1024,0,0
11600,13,18,15,19,250,0,0,0,0,0,-256,0,0,13,14,29,251,185,0,0,0,0,0,-1024,0,0
11650,13,20,15,19,250,0,0,0,0,0,-256,0,0,17,14,46,258,185,0,0,0,0,0,-1024,0,0
11700,13,19,15,19,250,0,0,0,0,0,-256,0,0,15,15,45,245,185,0,0,0,0,0,-1024,0,0
11750,13,20,16,19,250,0,0,0,0,0,-256,0,0,16,14,42,253,185,0,0,0,0,0,-1024,0,0
