Time,PD1,PD2,PD3,PD4,GDX,GDY,GDZ,ADX,ADY,ADZ,HDX,HDY,HDZ,PI1,PI2,PI3,PI4,GIX,GIY,GIZ,AIX,AIY,AIZ,HIX,HIY,HIZ
1450,52,17,40,98,-2,-20,-65,0,10,233,53,-62,-129,49,15,21,82,-35,-58,-49,0,-1,240,-91,59,-138
1500,52,17,40,81,-9,-13,-64,-4,7,234,55,-63,-128,45,15,22,85,-41,-35,-37,-2,0,251,-92,58,-138
1550,54,17,42,99,0,-11,-53,-4,11,235,54,-62,-129,45,15,21,82,-39,-52,-46,2,-1,245,-92,59,-137
1600,55,17,79,107,-9,-12,-60,-2,8,241,54,-62,-128,47,15,22,77,-34,-32,-42,-3,-4,242,-91,58,-137
1650,55,17,41,100,-5,-20,-51,-2,8,233,55,-63,-129,46,15,26,75,-38,-36,-43,-4,-1,252,-91,58,-138
1700,54,17,40,99,3,-10,-56,-4,9,237,54,-62,-128,41,15,24,79,-28,-44,-41,2,-3,243,-91,59,-137
1750,52,17,41,100,-12,-14,-51,-3,12,232,54,-62,-129,46,15,21,77,-39,-44,-36,3,-4,243,-92,59,-137
1800,52,17,42,98,-10,-25,-66,-8,9,236,54,-62,-128,45,15,21,82,-28,-45,-33,3,-2,245,-91,58,-137
1850,54,17,41,99,5,-34,-42,-3,11,238,54,-62,-129,39,15,19,87,-27,-50,-45,2,0,247,-92,58,-138
1900,52,17,37,102,2,-14,-61,-6,8,233,54,-61,-129,42,15,22,81,-34,-41,-34,1,1,243,-92,60,-137
1950,53,17,40,101,0,-24,-51,-6,15,237,55,-62,-129,49,15,23,77,-41,-25,-38,3,2,243,-92,59,-137
2000,51,17,39,101,1,-25,-50,-8,11,234,55,-62,-129,55,15,22,78,-30,-51,-48,0,-3,245,-92,59,-137
2050,53,17,40,104,-3,-16,-57,-4,12,235,55,-62,-128,42,15,22,84,-40,-45,-44,0,-2,243,-91,58,-138
2100,53,17,40,102,-10,-17,-61,-2,9,236,54,-63,-129,37,15,21,85,-29,-48,-53,-2,0,244,-92,59,-136
2150,53,17,40,103,-3,-23,-63,-2,13,237,54,-63,-128,39,15,21,82,-46,-65,-53,-2,-3,241,-91,59,-136
2200,52,17,38,104,0,-15,-50,-4,15,236,54,-63,-129,39,15,20,75,-30,-60,-47,3,-5,241,-91,58,-136
2250,40,17,69,104,-8,-14,-56,-1,11,236,54,-63,-128,37,15,20,81,-26,-28,-47,1,0,243,-91,59,-136
2300,52,17,42,103,-11,-22,-42,0,7,234,55,-64,-129,37,15,20,82,-30,-44,-24,4,0,243,-92,59,-137
2350,53,17,40,102,-18,-7,-43,-2,11,238,54,-63,-128,35,15,19,83,-12,-36,-34,2,0,242,-91,58,-137
2400,54,17,39,102,-23,-21,-60,-2,11,235,54,-63,-128,39,15,20,80,-3,-49,-44,0,-2,238,-91,59,-136
2450,53,17,42,103,-22,-18,-50,-4,11,236,55,-63,-128,38,15,21,84,-10,-54,-32,1,-3,241,-92,59,-138
2500,54,17,41,102,-15,-23,-60,-3,9,234,54,-63,-128,39,14,20,81,-9,-67,-47,1,-1,243,-92,59,-136
2550,53,17,43,101,-26,-15,-53,-5,14,234,54,-64,-129,41,15,21,80,-21,-44,-36,5,-1,239,-92,59,-137
2600,55,17,41,102,-16,-26,-58,-2,5,235,54,-62,-129,37,15,21,82,-3,-41,-43,-5,-4,245,-91,59,-137
2650,56,17,24,100,-16,-25,-58,-4,12,240,54,-63,-128,36,15,23,87,-16,-59,-39,-1,-2,249,-91,57,-137
2700,55,18,42,104,-18,-20,-60,-2,6,238,54,-63,-128,37,15,23,87,2,-41,-40,5,1,245,-91,60,-137
2750,54,18,43,102,-13,-23,-44,-4,3,235,54,-62,-129,40,15,23,82,-13,-58,-39,-2,-1,241,-91,58,-137
2800,53,17,43,100,-10,-31,-51,-2,11,237,53,-62,-129,37,15,21,102,-35,-22,-33,2,2,240,-92,59,-137
2850,48,18,43,100,0,-23,-51,-3,13,231,54,-62,-130,37,15,22,93,-25,-46,-44,-5,1,243,-92,59,-136
2900,56,17,43,99,-23,-17,-31,-3,8,238,55,-63,-128,38,15,19,91,-17,-46,-35,3,-2,243,-91,59,-136
2950,55,17,43,98,-6,-24,-53,-5,15,238,54,-61,-129,50,15,23,86,-26,-45,-40,-3,-1,243,-91,58,-138
3000,54,17,45,97,-17,-18,-47,-7,7,237,55,-63,-128,50,15,22,83,-25,-36,-35,-2,-2,244,-92,58,-137
3050,54,17,44,98,-22,-14,-56,-4,12,234,54,-62,-130,41,15,22,87,-18,-36,-42,1,-7,240,-92,58,-137
3100,57,17,44,96,-9,-25,-39,-1,9,239,55,-63,-128,45,15,22,91,-27,-39,-39,1,2,242,-92,59,-137
3150,56,17,44,96,-8,-21,-53,-1,10,238,55,-61,-129,50,15,23,88,-24,-31,-34,1,0,241,-91,58,-138
3200,58,17,44,97,-14,-15,-50,-3,7,237,54,-63,-128,55,15,22,85,-21,-61,-55,-1,0,241,-91,59,-137
3250,57,18,44,100,-12,-18,-52,-6,7,238,53,-62,-128,51,15,25,87,-30,-46,-38,0,-1,246,-92,59,-136
3300,51,17,46,98,2,-15,-55,-1,6,237,55,-63,-130,63,15,24,89,-29,-40,-41,3,-4,246,-91,59,-137
3350,57,18,44,98,-7,-8,-45,-4,8,239,54,-62,-129,60,15,21,85,-44,-45,-45,2,-1,244,-91,58,-137
3400,59,17,44,98,-3,-9,-41,-4,12,237,53,-63,-128,63,15,22,86,-38,-48,-38,-1,2,247,-91,59,-136
3450,57,17,45,99,-13,-11,-49,2,7,238,54,-63,-128,61,15,24,89,-37,-43,-41,3,-7,242,-91,58,-136
3500,58,23,43,99,-4,-17,-37,-4,10,236,54,-62,-128,62,15,24,89,-36,-35,-31,0,-2,243,-92,59,-137
3550,59,17,45,100,-20,-19,-54,-3,11,236,54,-63,-128,63,15,20,81,-26,-50,-35,-2,-2,241,-91,59,-138
3600,60,17,43,100,-28,-15,-56,-4,7,237,55,-63,-129,63,15,21,89,-17,-56,-41,3,1,244,-91,58,-137
3650,61,17,43,96,-12,-15,-48,-3,10,232,54,-63,-128,59,15,22,89,2,-43,-55,-1,-1,243,-91,58,-136
3700,62,17,63,97,-7,-24,-55,-5,6,233,55,-62,-128,60,15,23,88,-17,-38,-44,0,-1,247,-91,58,-137
3750,63,17,45,98,-10,-26,-41,-14,10,234,54,-62,-129,63,15,22,89,-29,-29,-29,3,-3,244,-91,58,-139
3800,61,17,44,97,-10,-20,-44,-3,10,239,54,-64,-128,64,15,21,88,-18,-43,-53,1,3,243,-91,60,-137
3850,63,18,45,94,-16,-18,-66,-6,10,235,54,-61,-130,59,15,23,90,-16,-45,-31,-2,-2,245,-92,58,-137
3900,64,18,44,98,0,-17,-65,-1,8,239,55,-64,-128,59,15,23,89,-20,-45,-41,-3,-1,246,-92,58,-137
3950,62,17,46,93,-10,-18,-41,-6,5,238,54,-62,-130,65,13,19,89,-29,-38,-44,1,-6,245,-91,58,-138
4000,63,18,45,95,-9,-17,-43,-6,8,241,54,-63,-128,64,15,22,85,-24,-42,-33,-1,-1,241,-92,59,-137
4050,63,18,44,95,-12,-26,-50,-6,10,235,53,-62,-130,65,15,22,87,-30,-22,-34,1,-1,245,-92,58,-137
4100,61,18,44,93,-8,-20,-58,-4,9,235,55,-63,-129,54,15,22,91,-43,-50,-45,2,2,243,-91,58,-137
4150,63,17,46,91,-3,-24,-55,-1,11,236,53,-62,-129,63,15,22,87,-30,-42,-50,0,2,244,-92,57,-138
4200,63,17,44,92,-2,-16,-39,-4,12,234,54,-63,-128,67,15,22,85,-33,-38,-46,0,2,244,-91,60,-137
4250,62,18,45,96,-1,-10,-55,-4,9,241,55,-61,-130,60,15,23,91,-31,-38,-50,0,0,247,-91,58,-137
4300,65,17,69,98,2,-10,-62,-2,4,237,55,-62,-128,60,15,22,91,-43,-36,-51,1,2,244,-92,58,-136
4350,60,17,44,96,0,-11,-67,-5,10,235,54,-62,-128,67,15,21,32,-53,-48,-34,3,2,242,-92,58,-138
4400,63,17,40,92,-4,-26,-52,-5,9,233,54,-63,-129,61,15,21,89,-20,-43,-54,0,0,241,-91,60,-135
4450,61,17,46,77,-1,-27,-54,-4,11,236,54,-63,-129,63,15,23,93,-24,-20,-36,1,0,244,-91,59,-137
4500,62,18,45,96,-2,-36,-45,-4,5,235,54,-63,-129,62,15,23,90,-31,-44,-28,2,-1,242,-91,59,-137
4550,63,17,44,96,-3,-21,-65,-6,13,231,54,-63,-129,65,15,21,87,-32,-36,-37,2,-1,243,-92,57,-138
4600,62,18,45,96,-12,-19,-52,-2,10,238,55,-62,-129,64,15,20,86,-23,-35,-45,-1,0,245,-92,60,-136
4650,62,17,45,93,-17,-12,-67,-4,12,232,54,-62,-128,63,15,22,91,-32,-29,-20,-2,-6,243,-91,58,-138
4700,61,17,45,94,-1,-9,-55,-2,11,230,54,-63,-129,61,15,23,92,-20,-44,-51,-1,3,249,-92,59,-136
4750,62,17,41,80,-20,-19,-62,-6,13,237,53,-62,-130,61,15,21,86,-29,-48,-48,1,-5,241,-92,58,-139
4800,62,18,44,98,-7,-10,-58,-6,14,238,54,-63,-127,67,15,22,88,-38,-29,-37,-1,5,245,-92,58,-136
4850,63,18,44,96,-8,-4,-42,-3,8,236,54,-62,-130,64,15,23,87,-27,-41,-45,-1,-1,240,-91,58,-138
4900,63,17,44,96,-2,-12,-66,-2,9,239,54,-63,-127,59,15,23,91,-33,-40,-51,4,-3,241,-92,60,-137
4950,61,17,45,99,-2,-8,-48,-2,11,236,54,-62,-130,61,15,23,93,-39,-34,-38,5,-1,248,-91,58,-138
5000,62,17,54,98,-5,-7,-54,1,8,236,54,-62,-128,65,15,20,93,-27,-37,-42,1,-1,243,-91,59,-136
5050,63,18,44,99,2,-1,-64,-3,11,236,54,-62,-131,63,15,23,91,-29,-48,-44,-1,-1,243,-92,58,-138
5100,62,18,43,100,-14,-12,-50,-1,12,233,54,-63,-128,60,15,23,90,-28,-36,-38,-3,3,240,-91,59,-137
5150,59,17,43,117,-8,-19,-42,-4,9,236,54,-62,-129,62,15,23,88,-16,-45,-47,-1,1,243,-92,58,-138
5200,60,17,45,95,-14,-20,-52,-5,7,236,54,-63,-128,63,15,36,92,-37,-29,-29,1,0,243,-92,59,-135
5250,62,18,43,98,-14,-13,-51,1,8,236,54,-61,-129,59,15,22,93,-34,-39,-32,0,-1,244,-92,58,-138
5300,62,18,46,100,-8,-17,-55,-4,10,236,55,-63,-129,63,15,22,90,-22,-37,-48,-5,1,247,-92,58,-137
5350,62,18,43,97,-4,-18,-43,-2,8,243,54,-62,-129,63,15,21,81,-29,-29,-41,2,0,243,-91,58,-138
5400,59,17,45,93,-13,-15,-53,-3,12,230,54,-63,-129,62,15,21,85,-31,-47,-40,-1,5,244,-91,59,-136
5450,61,17,45,96,0,-15,-43,-3,7,237,54,-63,-129,58,15,23,93,-26,-43,-51,-2,-4,244,-92,58,-138
5500,68,17,45,99,-6,-20,-48,-1,7,231,55,-63,-129,61,15,23,91,-19,-45,-49,3,0,241,-91,59,-136
5550,61,18,44,98,-1,-15,-63,-3,10,238,53,-62,-128,18,15,21,89,-31,-48,-52,2,3,242,-91,58,-137
5600,61,18,43,98,-4,-12,-60,-3,8,236,55,-63,-128,68,15,21,86,-36,-23,-31,-3,1,248,-91,59,-136
5650,60,17,45,98,-1,-19,-62,-4,14,238,54,-61,-128,65,15,22,89,-39,-22,-30,0,-5,245,-92,58,-138
5700,61,17,45,99,-6,-17,-50,-4,6,235,54,-64,-128,62,15,22,93,-37,-22,-35,-2,-3,242,-92,58,-136
5750,61,18,47,98,3,-11,-65,3,12,240,54,-62,-130,65,15,21,90,-27,-47,-43,0,-4,241,-92,57,-136
5800,60,17,47,101,-9,-4,-54,-2,10,234,54,-63,-128,65,15,21,85,-39,-33,-42,-2,-1,244,-92,59,-136
5850,60,18,43,101,-12,-23,-54,-3,11,234,54,-62,-130,63,15,22,88,-38,-39,-30,-1,-2,245,-91,58,-139
5900,60,17,45,98,-15,-16,-47,-2,9,238,54,-64,-128,59,15,23,89,-11,-40,-51,2,1,251,-91,59,-136
5950,60,17,45,97,-12,-17,-42,-4,9,235,55,-62,-130,61,15,21,90,-16,-32,-39,1,0,242,-92,58,-137
6000,64,18,46,94,-13,-6,-37,0,10,237,55,-63,-128,62,15,21,90,-12,-51,-46,0,0,247,-92,58,-137
6050,62,18,43,100,-26,-25,-56,-4,8,237,55,-62,-130,62,15,20,92,-18,-45,-36,3,2,241,-91,58,-138
6100,61,18,43,98,-27,-21,-57,-2,10,236,55,-64,-127,60,15,22,89,-13,-53,-41,-2,-2,241,-91,59,-136
6150,68,17,46,98,-28,-23,-43,-5,12,237,54,-61,-130,66,15,22,75,-8,-40,-46,0,-5,246,-91,58,-138
6200,62,17,46,77,-18,-18,-67,0,9,234,55,-62,-128,63,15,21,93,-26,-58,-34,-2,7,243,-92,59,-136
6250,63,18,45,96,-21,-14,-53,0,8,237,54,-61,-129,58,15,20,93,-9,-55,-47,-3,3,244,-91,58,-139
6300,63,18,43,97,-22,-20,-41,-4,7,235,55,-63,-128,58,15,21,90,-22,-37,-37,2,-5,240,-92,59,-136
6350,61,17,44,93,-27,-26,-51,-3,7,233,55,-62,-129,68,15,21,86,-10,-50,-50,0,1,244,-92,58,-138
6400,61,18,47,91,-26,-15,-59,-8,8,234,54,-63,-128,62,15,22,91,-22,-40,-45,-2,1,236,-92,59,-137
6450,62,17,45,91,-6,-17,-43,-5,8,236,54,-62,-130,61,15,112,89,-21,-44,-38,-3,-1,244,-92,58,-139
6500,62,17,46,91,-13,-21,-69,-4,8,232,54,-62,-129,57,15,21,97,-32,-45,-43,2,1,245,-91,59,-136
6550,63,17,44,91,-7,-21,-59,-6,13,236,54,-63,-129,64,15,21,91,-31,-47,-37,-4,1,239,-91,58,-138
6600,62,18,47,89,-26,-13,-58,-5,9,236,54,-63,-129,85,15,22,84,-13,-43,-31,7,0,243,-91,59,-137
6650,66,17,40,92,-16,-24,-61,-3,11,235,54,-61,-129,59,15,22,86,-19,-46,-38,2,1,250,-92,57,-138
6700,61,18,50,87,-11,-20,-50,-5,8,237,54,-63,-129,58,15,23,93,-28,-50,-44,-3,0,241,-91,60,-136
6750,61,18,47,87,-7,-15,-42,-3,9,235,55,-62,-130,59,15,21,93,-18,-37,-52,3,3,243,-92,57,-138
6800,63,18,46,88,-8,-22,-49,-2,10,230,54,-64,-128,62,16,21,88,-13,-41,-51,-1,4,241,-91,58,-137
6850,175,17,40,88,-17,-6,-65,-10,8,241,54,-61,-130,62,15,25,93,-27,-44,-50,4,1,239,-92,58,-138
6900,59,18,49,87,-13,-9,-56,-3,9,233,55,-62,-128,65,15,24,94,-16,-42,-55,2,1,241,-90,60,-136
6950,61,17,48,86,-8,-21,-48,0,6,236,55,-61,-130,61,16,21,94,-24,-50,-34,1,0,247,-92,58,-138
7000,62,18,49,85,-14,-15,-45,-7,9,236,55,-64,-128,61,16,21,93,-28,-28,-43,-1,1,239,-92,58,-138
7050,63,18,49,87,-17,-23,-54,-3,8,235,54,-61,-130,59,15,23,93,-31,-34,-47,1,-1,244,-91,58,-138
7100,60,18,40,87,-13,-24,-36,-5,12,235,54,-63,-128,65,15,21,90,-25,-46,-55,1,1,243,-91,59,-136
7150,59,18,47,90,-2,-11,-44,-1,10,235,55,-61,-131,69,15,22,90,-17,-46,-47,-4,-2,242,-92,57,-138
7200,58,18,47,89,-11,-16,-42,-2,6,240,54,-63,-127,68,15,23,90,-28,-41,-39,2,1,248,-92,59,-137
7250,61,18,37,94,-11,-5,-52,-6,10,237,54,-61,-130,61,15,23,91,-25,-43,-43,-6,0,249,-92,58,-137
7300,59,18,48,86,-15,-21,-48,-4,8,235,54,-63,-128,62,15,27,89,-7,-49,-45,-1,-2,244,-91,59,-136
7350,58,17,49,89,-17,-29,-46,-4,8,230,55,-60,-129,68,15,23,87,-27,-35,-40,5,0,241,-91,57,-138
7400,59,18,50,88,-12,-21,-45,-1,9,238,55,-63,-128,69,15,24,85,-33,-29,-31,4,1,243,-92,57,-137
7450,61,18,48,87,-22,-21,-43,1,12,236,54,-62,-130,61,15,22,88,-28,-45,-47,-1,-3,245,-91,57,-137
7500,62,18,52,85,-18,-17,-56,-5,7,232,54,-63,-129,72,15,19,90,-9,-51,-44,0,-2,242,-91,59,-135
7550,61,18,50,83,-13,-10,-57,-9,10,240,54,-62,-128,67,15,24,92,-19,-47,-52,2,2,247,-92,57,-139
7600,63,18,50,84,-10,-1,-47,-10,6,232,54,-62,-129,68,15,23,87,-13,-50,-41,2,1,243,-91,58,-138
7650,63,18,50,84,-2,-27,-50,-5,15,236,54,-61,-129,62,15,23,89,-28,-56,-51,-3,1,247,-91,58,-138
7700,64,18,36,87,-23,-18,-34,-4,11,237,54,-62,-128,67,15,23,93,-20,-53,-52,1,5,240,-91,59,-136
7750,61,18,50,80,-23,-18,-51,-2,12,239,54,-62,-129,70,15,23,90,-34,-42,-36,3,-8,240,-92,57,-139
7800,61,18,50,79,-11,-30,-35,-4,8,230,54,-63,-129,69,15,23,92,-28,-54,-46,-1,2,249,-92,57,-138
7850,61,18,51,85,-7,-9,-39,-9,8,234,54,-61,-129,68,15,24,94,-19,-42,-38,1,4,242,-91,58,-136
7900,54,18,52,90,17,29,-58,-2,12,233,55,-63,-128,66,15,20,87,9,-37,-54,1,3,242,-91,59,-137
7950,59,19,52,93,20,71,-30,-4,14,225,54,-62,-130,69,15,22,84,-6,-48,-39,3,-3,245,-92,57,-139
8000,65,20,58,93,43,135,-34,-4,8,238,54,-63,-128,66,15,19,86,-10,-59,-51,0,-1,197,-91,58,-138
8050,63,20,66,96,23,105,-43,-5,10,239,54,-63,-129,59,14,21,82,17,-66,-60,1,1,244,-91,58,-137
8100,65,19,65,98,-15,34,-45,-7,10,237,55,-63,-127,62,15,18,87,-43,-79,-60,1,0,248,-91,58,-137
8150,65,19,67,100,-38,-64,-51,-7,13,235,55,-61,-129,78,15,18,88,-68,-75,-57,3,1,243,-91,58,-139
8200,63,20,65,97,-20,-82,-50,-3,11,235,56,-63,-128,73,15,18,82,-127,-41,-57,4,3,243,-91,59,-137
8250,59,20,65,96,92,22,-53,-4,8,236,55,-62,-130,54,15,18,69,-165,-52,-68,-2,3,241,-91,58,-136
8300,58,18,65,102,142,19,-67,-8,14,236,55,-64,-127,50,13,17,74,-141,-53,-59,5,-4,245,-91,59,-137
8350,56,18,66,107,73,255,-47,-6,13,236,55,-63,-128,40,13,16,77,57,-44,-48,1,-8,246,-91,59,-137
8400,49,18,64,110,-98,276,-41,-7,11,236,56,-62,-129,52,13,15,82,185,-150,-62,0,-1,235,-91,59,-135
8450,42,18,54,63,-721,405,-87,-6,15,243,57,-61,-128,78,18,16,72,140,-294,-67,2,1,239,-92,58,-136
8500,17,15,45,20,-3819,1880,-1703,-37,33,390,60,-54,-133,114,21,23,59,-214,-31,-96,2,1,249,-93,59,-137
8550,14,14,21,18,-9395,4840,-7450,26,-106,502,67,-31,-135,124,20,19,59,-329,-407,-55,-5,9,247,-93,59,-137
8600,14,14,22,18,-4952,-1681,-7299,-51,-170,468,54,-18,-139,92,98,27,69,-106,-665,-54,5,-2,248,-93,60,-134
8650,14,14,18,17,-5844,-3033,-4092,-35,-160,373,39,-8,-138,81,125,30,87,159,-254,-43,4,-3,242,-93,59,-134
8700,14,14,17,17,-5652,-3273,-2217,24,-95,264,26,2,-137,99,183,29,72,425,7,47,6,-2,239,-92,58,-135
8750,14,12,17,18,-4995,-3114,-530,20,-113,211,15,10,-134,85,171,54,69,533,616,33,5,-2,242,-93,57,-137
8800,14,13,16,18,-4218,-2010,1211,19,-100,136,9,19,-133,77,141,75,85,351,564,11,4,3,243,-92,59,-136
8850,14,13,17,21,-3322,-914,1836,31,-30,49,7,26,-132,127,98,106,104,363,711,13,1,5,245,-91,57,-138
8900,14,12,16,23,-1480,-822,1517,36,115,-86,6,30,-130,126,40,147,87,310,872,155,1,6,246,-91,57,-141
8950,14,12,16,26,981,-462,1776,39,152,-214,4,29,-131,122,19,31,87,36,644,98,1,7,242,-90,56,-142
9000,14,12,16,27,2040,-739,901,13,71,-233,3,26,-131,68,16,118,87,-508,598,-85,-8,4,241,-90,58,-141
9050,14,12,15,21,453,-180,1515,9,68,-183,5,25,-132,59,15,108,76,-659,329,-127,-10,3,240,-91,58,-142
9100,14,12,15,19,4975,643,3066,-9,107,5,8,18,-132,37,15,74,82,-853,730,-191,-11,0,241,-91,59,-142
9150,14,12,16,19,8528,1963,3047,-92,-33,345,16,2,-137,78,14,57,101,-787,616,-163,-6,1,233,-90,61,-142
9200,14,12,15,18,8386,2739,-819,-85,-63,610,34,-16,-138,75,13,53,130,-739,346,-277,-18,-5,245,-90,62,-142
9250,42,20,23,16,9193,3342,5323,616,-619,1383,53,-46,-128,66,14,35,143,-331,-289,-177,-36,-69,263,-91,60,-142
9300,39,20,46,39,1941,-1267,-274,48,129,233,50,-62,-122,49,12,18,129,281,34,-266,-56,-138,277,-90,60,-142
9350,90,33,45,37,-75,-207,-67,-42,-12,215,49,-61,-120,53,12,21,154,1556,-1128,1,24,17,218,-89,58,-141
9400,123,34,55,50,366,-673,-250,14,10,243,49,-61,-121,20,12,18,149,284,349,-168,-23,9,242,-89,58,-142
9450,128,42,33,56,-100,-164,-26,-8,7,235,49,-62,-120,18,12,16,136,258,-38,22,-10,-2,239,-89,58,-141
9500,132,65,39,49,-86,-162,-46,0,10,233,48,-61,-122,17,12,18,99,-233,-314,44,-10,2,251,-88,58,-142
9550,160,69,46,31,-323,-174,-104,3,5,235,48,-61,-121,18,13,18,92,37,139,-62,-10,2,236,-88,57,-141
9600,151,77,39,29,-88,-165,-92,8,7,235,47,-61,-122,26,13,18,101,-127,80,-45,-18,5,242,-89,58,-140
9650,144,84,31,41,220,35,-16,-1,3,238,48,-61,-120,26,13,20,94,-359,68,-33,-4,7,243,-89,57,-141
9700,112,89,28,52,294,-149,-74,-2,9,238,47,-62,-121,21,13,15,87,-281,504,-79,-8,4,247,-89,57,-144
9750,101,96,27,65,432,-156,-50,4,11,230,47,-63,-120,35,12,14,94,585,928,23,-20,1,252,-88,58,-143
9800,138,113,22,139,1011,175,8,-1,10,235,47,-64,-120,14,12,13,215,3145,7466,1160,-166,160,548,-79,57,-151
9850,175,139,22,183,727,83,-57,2,22,250,47,-65,-119,21,12,13,157,5224,-346,4502,-309,214,606,-20,57,-158
9900,186,131,34,174,-168,-99,-102,5,17,236,48,-65,-119,19,12,13,133,6024,-3286,5836,-131,13,434,21,34,-180
9950,198,139,43,141,-506,339,-113,-3,17,224,47,-64,-120,15,12,13,116,5746,-1570,1440,1,19,228,31,11,-192
10000,159,73,61,133,-761,2222,-150,-9,12,232,51,-64,-118,27,12,13,103,5134,-928,-84,7,10,97,33,-3,-195
10050,84,39,97,129,-398,1967,-174,-22,13,243,55,-62,-118,18,12,13,114,3281,-354,-1387,16,39,23,34,-14,-196
10100,58,34,137,119,29,336,-89,-13,10,236,56,-62,-118,18,12,13,106,1671,-1399,-747,-2,34,-8,34,-17,-198
10150,33,33,23,116,-155,302,-61,-10,8,237,56,-63,-117,33,12,13,96,580,-1255,-325,-11,-11,-89,31,-20,-197
10200,31,18,65,129,336,-96,17,-19,9,234,57,-63,-117,31,9,13,97,-355,-468,10,19,-42,-140,30,-20,-198
10250,20,18,47,176,662,-500,70,-21,19,237,55,-64,-117,27,12,12,111,-1323,-284,442,44,-93,-139,29,-17,-197
10300,21,19,46,232,282,-6,47,-17,19,237,56,-64,-117,17,12,12,143,-3203,-96,-601,61,-77,-100,28,-10,-198
