Time,PD1,PD2,PD3,PD4,GDX,GDY,GDZ,ADX,ADY,ADZ,HDX,HDY,HDZ,PI1,PI2,PI3,PI4,GIX,GIY,GIZ,AIX,AIY,AIZ,HIX,HIY,HIZ
2650,18,16,15,14,10,0,0,0,0,0,-1792,0,0,69,14,18,73,210,0,0,0,0,0,0,0,0
2700,18,15,15,14,10,0,0,0,0,0,-1792,0,0,65,14,18,72,210,0,0,0,0,0,0,0,0
2750,17,15,16,14,10,0,0,0,0,0,-1792,0,0,68,14,18,74,210,0,0,0,0,0,0,0,0
2800,18,16,16,14,10,0,0,0,0,0,-1792,0,0,68,14,18,74,210,0,0,0,0,0,0,0,0
2850,18,16,15,14,10,0,0,0,0,0,-1792,0,0,69,14,18,72,210,0,0,0,0,0,0,0,0
2900,18,15,15,14,10,0,0,0,0,0,-1792,0,0,66,14,18,69,210,0,0,0,0,0,0,0,0
2950,18,15,16,14,10,0,0,0,0,0,-1792,0,0,65,14,18,71,210,0,0,0,0,0,0,0,0
3000,18,16,15,14,10,0,0,0,0,0,-1792,0,0,65,14,18,73,210,0,0,0,0,0,0,0,0
3050,18,16,15,14,10,0,0,0,0,0,-1792,0,0,67,14,18,73,210,0,0,0,0,0,0,0,0
3100,18,15,15,14,10,0,0,0,0,0,-1792,0,0,69,14,18,72,210,0,0,0,0,0,0,0,0
3150,18,16,16,14,10,0,0,0,0,0,-1792,0,0,67,14,18,71,210,0,0,0,0,0,0,0,0
3200,18,16,15,14,10,0,0,0,0,0,-1792,0,0,63,14,18,75,210,0,0,0,0,0,0,0,0
3250,18,16,15,14,10,0,0,0,0,0,-1792,0,0,65,14,18,77,210,0,0,0,0,0,0,0,0
3300,18,15,16,14,10,0,0,0,0,0,-1792,0,0,66,13,18,76,210,0,0,0,0,0,0,0,0
3350,18,15,16,14,10,0,0,0,0,0,-1792,0,0,69,14,18,73,210,0,0,0,0,0,0,0,0
3400,18,16,16,14,10,0,0,0,0,0,-1792,0,0,67,14,18,77,210,0,0,0,0,0,0,0,0
3450,18,16,15,14,10,0,0,0,0,0,-1792,0,0,64,14,18,77,210,0,0,0,0,0,0,0,0
3500,18,15,16,14,10,0,0,0,0,0,-1792,0,0,66,16,17,77,210,0,0,0,0,0,0,0,0
3550,18,15,16,14,10,0,0,0,0,0,-1792,0,0,67,14,17,77,210,0,0,0,0,0,0,0,0
3600,18,16,15,14,10,0,0,0,0,0,-1792,0,0,67,14,17,78,210,0,0,0,0,0,0,0,0
3650,18,15,15,14,10,0,0,0,0,0,-1792,0,0,63,14,17,77,210,0,0,0,0,0,0,0,0
3700,18,15,16,14,10,0,0,0,0,0,-1792,0,0,65,14,17,77,210,0,0,0,0,0,0,0,0
3750,17,15,16,14,10,0,0,0,0,0,-1792,0,0,65,14,17,78,210,0,0,0,0,0,0,0,0
3800,18,16,15,14,10,0,0,0,0,0,-1792,0,0,63,14,17,79,210,0,0,0,0,0,0,0,0
3850,18,16,15,13,10,0,0,0,0,0,-1792,0,0,63,14,19,90,210,0,0,0,0,0,0,0,0
3900,18,15,15,14,10,0,0,0,0,0,-1792,0,0,65,14,17,77,210,0,0,0,0,0,0,0,0
3950,18,15,16,14,10,0,0,0,0,0,-1792,0,0,65,14,17,80,210,0,0,0,0,0,0,0,0
4000,18,16,15,14,10,0,0,0,0,0,-1792,0,0,61,14,17,79,210,0,0,0,0,0,0,0,0
4050,18,16,15,14,10,0,0,0,0,0,-1792,0,0,63,14,17,81,210,0,0,0,0,0,0,0,0
4100,18,15,16,14,10,0,0,0,0,0,-1792,0,0,67,14,17,79,210,0,0,0,0,0,0,0,0
4150,18,15,16,13,10,0,0,0,0,0,-1792,0,0,68,14,17,77,210,0,0,0,0,0,0,0,0
4200,18,15,15,13,10,0,0,0,0,0,-1792,0,0,62,14,17,78,210,0,0,0,0,0,0,0,0
4250,18,15,15,14,10,0,0,0,0,0,-1792,0,0,63,14,17,80,210,0,0,0,0,0,0,0,0
4300,18,15,16,14,10,0,0,0,0,0,-1792,0,0,65,14,17,77,210,0,0,0,0,0,0,0,0
4350,18,16,15,14,10,0,0,0,0,0,-1792,0,0,70,14,17,77,210,0,0,0,0,0,0,0,0
4400,18,16,15,14,10,0,0,0,0,0,-1792,0,0,64,14,17,78,210,0,0,0,0,0,0,0,0
